valor_original,valor_normalizado,codigo_dane,metodo,confianza,revisado
EL DOVIO VALLE  DEL CAUCA,EL DOVIO VALLE DEL CAUCA,76250,exact,99.00,True
EL ESPINO,EL ESPINO,15248,exact,100.00,True
EL GUAMO,EL GUAMO,13248,exact,100.00,True
EL GUAMO - TOLIMA,EL GUAMO TOLIMA,13248,exact,99.00,True
EL GUAMO TOLIMA,EL GUAMO TOLIMA,13248,exact,99.00,True
EL GUAMO-BOLIVAR,EL GUAMO BOLIVAR,13248,exact,99.00,True
EL MOLINO,EL MOLINO,44110,exact,100.00,True
EL MOLINO - LA GUAJIRA,EL MOLINO LA GUAJIRA,44110,exact,99.00,True
EL MOLINO LA GUAJIRA,EL MOLINO LA GUAJIRA,44110,exact,99.00,True
EL MOLINO – - LA GUAJIRA,EL MOLINO LA GUAJIRA,44110,exact,99.00,True
EL PASO  CESAR,EL PASO CESAR,20250,exact,99.00,True
EL PASO CESAR,EL PASO CESAR,20250,exact,99.00,True
EL PASO-CESAR,EL PASO CESAR,20250,exact,99.00,True
EL PAUJIL,EL PAUJIL,18256,exact,100.00,True
"EL PAUJIL , CAQUETÁ",EL PAUJIL CAQUETA,18256,exact,99.00,True
EL PEÑOL ANTIOQUIA,EL PENOL ANTIOQUIA,52254,exact,99.00,True
EL PEÑOL NARIÑO,EL PENOL NARINO,52254,exact,99.00,True
EL PEÑÓN BOLÍVAR,EL PENON BOLIVAR,13268,exact,97.00,True
EL PEÑÓN CUNDINAMARCA,EL PENON CUNDINAMARCA,25258,exact,97.00,True
EL PEÑÓN SANTANDER,EL PENON SANTANDER,68250,exact,97.00,True
EL PIÑON MAGDALENA,EL PINON MAGDALENA,47258,exact,99.00,True
EL PLAYON- SANTANDER,EL PLAYON SANTANDER,68255,exact,99.00,True
EL RETEN,EL RETEN,47268,exact,100.00,True
EL RETEN - MAGDALENA,EL RETEN MAGDALENA,47268,exact,99.00,True
EL RETEN MAGDALENA,EL RETEN MAGDALENA,47268,exact,99.00,True
EL ROBLE SUCRE,EL ROBLE SUCRE,70233,exact,99.00,True
EL ROSAL,EL ROSAL,25260,exact,100.00,True
EL ROSAL CUNDINAMARCA,EL ROSAL CUNDINAMARCA,25260,exact,99.00,True
EL Santuario - Antioquia,EL SANTUARIO ANTIOQUIA,5697,exact,99.00,True
EL TABLÓN DE GÓMEZ NARIÑO,EL TABLON DE GOMEZ NARINO,52258,exact,99.00,True
EL TAMBO CAUCA,EL TAMBO CAUCA,19256,exact,97.00,True
EL TAMBO NARIÑO,EL TAMBO NARINO,52260,exact,97.00,True
EL ZULIA - NORTE DE SANTANDER,EL ZULIA NORTE DE SANTANDER,54261,exact,99.00,True
EL ZULIA NORTE DE SANTANDER,EL ZULIA NORTE DE SANTANDER,54261,exact,99.00,True
ENCISO SANTANDER,ENCISO SANTANDER,68266,exact,99.00,True
"ENTRERRIOS , ANTIOQUIA",ENTRERRIOS ANTIOQUIA,5264,exact,99.00,True
ENTRERRIOS ANTIOQUIA,ENTRERRIOS ANTIOQUIA,5264,exact,99.00,True
ENTRERRIOS- ANTIOQUIA,ENTRERRIOS ANTIOQUIA,5264,exact,99.00,True
ENVIGADO,ENVIGADO,5266,exact,100.00,True
ESPINAL,ESPINAL,73268,exact,100.00,True
ESPINAL - TOLIMA,ESPINAL TOLIMA,73268,exact,99.00,True
ESPINAL -TOLIMA,ESPINAL TOLIMA,73268,exact,99.00,True
ESPINAL-TOLIMA,ESPINAL TOLIMA,73268,exact,99.00,True
El  Santuario - Antioquía,EL SANTUARIO ANTIOQUIA,5697,exact,99.00,True
"El Cairo , Valle del Cauca",EL CAIRO VALLE DEL CAUCA,76246,exact,99.00,True
El Calvario,EL CALVARIO,50245,exact,100.00,True
El Calvario - Meta,EL CALVARIO META,50245,exact,99.00,True
El Carmen,EL CARMEN,54245,exact,100.00,True
El Carmen de Bolívar,EL CARMEN DE BOLIVAR,13244,exact,100.00,True
"El Carmen de Bolívar ,",EL CARMEN DE BOLIVAR,13244,exact,100.00,True
El Carmen de Chucuri,EL CARMEN DE CHUCURI,68235,exact,100.00,True
El Castillo,EL CASTILLO,50251,exact,100.00,True
El Castillo ( Meta ),EL CASTILLO META,50251,exact,99.00,True
"El Cerrito , Valle del Cauca",EL CERRITO VALLE DEL CAUCA,76248,exact,99.00,True
El Charco - Nariño,EL CHARCO NARINO,52250,exact,99.00,True
El Colegio  Cundinamarca,EL COLEGIO CUNDINAMARCA,25245,exact,99.00,True
El Colegio Cundinamarca,EL COLEGIO CUNDINAMARCA,25245,exact,99.00,True
El Copey,EL COPEY,20238,exact,100.00,True
El Copey - Cesar,EL COPEY CESAR,20238,exact,99.00,True
El Guamo  Bolívar,EL GUAMO BOLIVAR,13248,exact,99.00,True
El Guamo - Bolívar,EL GUAMO BOLIVAR,13248,exact,99.00,True
El Guamo Bolívar,EL GUAMO BOLIVAR,13248,exact,99.00,True
El Paujil - Caqueta,EL PAUJIL CAQUETA,18256,exact,99.00,True
El Peñol,EL PENOL,52254,exact,100.00,True
El Peñol - Antioquia,EL PENOL ANTIOQUIA,52254,exact,99.00,True
El Peñol - Nariño,EL PENOL NARINO,52254,exact,99.00,True
El Piñón,EL PINON,47258,exact,100.00,True
El Playon Santander,EL PLAYON SANTANDER,68255,exact,99.00,True
"El Reten , Magdalena",EL RETEN MAGDALENA,47268,exact,99.00,True
"El Retorno , Guaviare",EL RETORNO GUAVIARE,95025,exact,99.00,True
El Retorno Guaviare,EL RETORNO GUAVIARE,95025,exact,99.00,True
El Rosal - Cundinamarca,EL ROSAL CUNDINAMARCA,25260,exact,99.00,True
El Santuario,EL SANTUARIO,5697,exact,100.00,True
El Santuario - Antioquia,EL SANTUARIO ANTIOQUIA,5697,exact,99.00,True
El Santuario Antioquia,EL SANTUARIO ANTIOQUIA,5697,exact,99.00,True
El Zulia,EL ZULIA,54261,exact,100.00,True
El Zulia ( Norte De Santander ),EL ZULIA NORTE DE SANTANDER,54261,exact,99.00,True
"El Zulia ( Norte De Santander ) ,",EL ZULIA NORTE DE SANTANDER,54261,exact,99.00,True
"El Zulia, Norte De Santander",EL ZULIA NORTE DE SANTANDER,54261,exact,99.00,True
El playón,EL PLAYON,68255,exact,100.00,True
"Encino , Santander",ENCINO SANTANDER,68264,exact,99.00,True
Encino Santander,ENCINO SANTANDER,68264,exact,99.00,True
Entrerríos,ENTRERRIOS,5264,exact,100.00,True
Envigado,ENVIGADO,5266,exact,100.00,True
Envigado - Antioquia,ENVIGADO ANTIOQUIA,5266,exact,99.00,True
Envigado Antioquia,ENVIGADO ANTIOQUIA,5266,exact,99.00,True
Espinal - Tolima,ESPINAL TOLIMA,73268,exact,99.00,True
Espinal Tolima,ESPINAL TOLIMA,73268,exact,99.00,True
Espinal – Tolima,ESPINAL TOLIMA,73268,exact,99.00,True
Espinal- Tolima,ESPINAL TOLIMA,73268,exact,99.00,True
FACATATIVA-CUNDINAMARCA,FACATATIVA CUNDINAMARCA,25269,exact,99.00,True
FACATATIVÁ - CUNDINAMARCA,FACATATIVA CUNDINAMARCA,25269,exact,99.00,True
"FILADELFIA , CALDAS",FILADELFIA CALDAS,17272,exact,99.00,True
FILADELFIA - CALDAS,FILADELFIA CALDAS,17272,exact,99.00,True
FILADELFIA CALDAS,FILADELFIA CALDAS,17272,exact,99.00,True
FILANDIA,FILANDIA,63272,exact,100.00,True
FILANDIA - QUINDÍO,FILANDIA QUINDIO,63272,exact,99.00,True
FIRAVITOBA - BOYACÁ,FIRAVITOBA BOYACA,15272,exact,99.00,True
FIRAVITOBA -BOYACÁ,FIRAVITOBA BOYACA,15272,exact,99.00,True
FIRAVITOBA BOYACÁ,FIRAVITOBA BOYACA,15272,exact,99.00,True
FLANDES - TOLIMA,FLANDES TOLIMA,73275,exact,99.00,True
FLANDES TOLIMA,FLANDES TOLIMA,73275,exact,99.00,True
FLANDES-TOLIMA,FLANDES TOLIMA,73275,exact,99.00,True
FLORENCIA  CAQUETA,FLORENCIA CAQUETA,18001,exact,97.00,True
"FLORENCIA , CAQUETA",FLORENCIA CAQUETA,18001,exact,97.00,True
"FLORENCIA ,CAQUETÁ",FLORENCIA CAQUETA,18001,exact,97.00,True
FLORENCIA CAQUETÁ,FLORENCIA CAQUETA,18001,exact,97.00,True
"FLORENCIA, CAQUETA",FLORENCIA CAQUETA,18001,exact,97.00,True
FLORENCIA-CAQUETA,FLORENCIA CAQUETA,18001,exact,97.00,True
FLORESTA,FLORESTA,15276,exact,100.00,True
FLORESTA BOYACÁ,FLORESTA BOYACA,15276,exact,99.00,True
FLORIAN SANTANDER,FLORIAN SANTANDER,68271,exact,99.00,True
FLORIDA - VALLE DEL CAUCA,FLORIDA VALLE DEL CAUCA,76275,exact,99.00,True
FLORIDA TOLIMA,FLORIDA TOLIMA,76275,exact,99.00,True
FLORIDA VALLE DEL CAUCA,FLORIDA VALLE DEL CAUCA,76275,exact,99.00,True
FLORIDABLANCA,FLORIDABLANCA,68276,exact,100.00,True
FLORIDABLANCA - SANTANDER .,FLORIDABLANCA SANTANDER,68276,exact,99.00,True
FOMEQUE,FOMEQUE,25279,exact,100.00,True
"FOMEQUE , CUNDINAMARCA",FOMEQUE CUNDINAMARCA,25279,exact,99.00,True
FOMEQUE - CUNDINAMARCA,FOMEQUE CUNDINAMARCA,25279,exact,99.00,True
FONSECA,FONSECA,44279,exact,100.00,True
FONSECA -LA GUAJIRA,FONSECA LA GUAJIRA,44279,exact,99.00,True
FONSECA LA GUAJIRA,FONSECA LA GUAJIRA,44279,exact,99.00,True
"FONSECA, LA GUAJIRA",FONSECA LA GUAJIRA,44279,exact,99.00,True
FONSECA-LA GUAJIRA,FONSECA LA GUAJIRA,44279,exact,99.00,True
FORTUL,FORTUL,81300,exact,100.00,True
FOSCA CUNDINAMARCA,FOSCA CUNDINAMARCA,25281,exact,99.00,True
FOSCA-CUNDINAMARCA,FOSCA CUNDINAMARCA,25281,exact,99.00,True
"FREDONIA , ANTIOQUIA",FREDONIA ANTIOQUIA,5282,exact,99.00,True
FREDONIA ANTIOQUIA,FREDONIA ANTIOQUIA,5282,exact,99.00,True
FRESNO,FRESNO,73283,exact,100.00,True
FRESNO - TOLIMA,FRESNO TOLIMA,73283,exact,99.00,True
FRESNO -TOLIMA,FRESNO TOLIMA,73283,exact,99.00,True
FRESNO TOLIMA,FRESNO TOLIMA,73283,exact,99.00,True
FUNDACION,FUNDACION,47288,exact,100.00,True
FUNDACION  MAGDALENA,FUNDACION MAGDALENA,47288,exact,99.00,True
"FUNDACION, MAGDALENA",FUNDACION MAGDALENA,47288,exact,99.00,True
FUNDACIÓN - MAGDALENA,FUNDACION MAGDALENA,47288,exact,99.00,True
FUNDACIÓN MAGDALENA,FUNDACION MAGDALENA,47288,exact,99.00,True
FUNDACIÓN – - MAGDALENA,FUNDACION MAGDALENA,47288,exact,99.00,True
FUNDACIÓN – MAGDALENA,FUNDACION MAGDALENA,47288,exact,99.00,True
FUNDACIÓN- MAGDALENA,FUNDACION MAGDALENA,47288,exact,99.00,True
FUNDACIÓN-MAGDALENA,FUNDACION MAGDALENA,47288,exact,99.00,True
FUNES NARINO,FUNES NARINO,52287,exact,99.00,True
FUNZA,FUNZA,25286,exact,100.00,True
FUNZA  CUNDINAMARCA,FUNZA CUNDINAMARCA,25286,exact,99.00,True
"FUNZA , CUNDINAMARCA",FUNZA CUNDINAMARCA,25286,exact,99.00,True
FUNZA -  CUNDINAMARCA,FUNZA CUNDINAMARCA,25286,exact,99.00,True
FUNZA - CUNDINAMARCA,FUNZA CUNDINAMARCA,25286,exact,99.00,True
FUNZA - CUNDINAMARCA .,FUNZA CUNDINAMARCA,25286,exact,99.00,True
FUNZA -CUNDINAMARCA,FUNZA CUNDINAMARCA,25286,exact,99.00,True
FUNZA CUNDINAMARCA,FUNZA CUNDINAMARCA,25286,exact,99.00,True
FUNZA- CUNDINAMARCA,FUNZA CUNDINAMARCA,25286,exact,99.00,True
FUNZA-CUNDINAMARCA,FUNZA CUNDINAMARCA,25286,exact,99.00,True
FUQUENE CUNDINAMARCA,FUQUENE CUNDINAMARCA,25288,exact,99.00,True
FUSAGASUGA,FUSAGASUGA,25290,exact,100.00,True
FUSAGASUGA - CUNDINAMARCA,FUSAGASUGA CUNDINAMARCA,25290,exact,99.00,True
FUSAGASUGA-CUNDINAMARCA,FUSAGASUGA CUNDINAMARCA,25290,exact,99.00,True
FUSAGASUGÁ  - CUNDINAMARCA,FUSAGASUGA CUNDINAMARCA,25290,exact,99.00,True
"FUSAGASUGÁ , CUNDINAMARCA",FUSAGASUGA CUNDINAMARCA,25290,exact,99.00,True
"FUSAGASUGÁ, CUNDINAMARCA",FUSAGASUGA CUNDINAMARCA,25290,exact,99.00,True
Facatativa,FACATATIVA,25269,exact,100.00,True
Facatativa Cundinamarca,FACATATIVA CUNDINAMARCA,25269,exact,99.00,True
Facatativá,FACATATIVA,25269,exact,100.00,True
Filandia Quindío,FILANDIA QUINDIO,63272,exact,99.00,True
Firavitoba,FIRAVITOBA,15272,exact,100.00,True
"Flandes , Tolima",FLANDES TOLIMA,73275,exact,99.00,True
Florencia - Caqueta,FLORENCIA CAQUETA,18001,exact,97.00,True
Florencia - Caquetá,FLORENCIA CAQUETA,18001,exact,97.00,True
Florida,FLORIDA,76275,exact,100.00,True
Floridablanca,FLORIDABLANCA,68276,exact,100.00,True
"Floridablanca ,",FLORIDABLANCA,68276,exact,100.00,True
"Floridablanca , SANTANDER",FLORIDABLANCA SANTANDER,68276,exact,99.00,True
Floridablanca - Santander,FLORIDABLANCA SANTANDER,68276,exact,99.00,True
Floridablanca Santander,FLORIDABLANCA SANTANDER,68276,exact,99.00,True
Floridablanca-Santander,FLORIDABLANCA SANTANDER,68276,exact,99.00,True
"Florián , Santander",FLORIAN SANTANDER,68271,exact,99.00,True
Fonseca  La Guajira,FONSECA LA GUAJIRA,44279,exact,99.00,True
"Fonseca , La Guajira",FONSECA LA GUAJIRA,44279,exact,99.00,True
Fonseca - La Guajira,FONSECA LA GUAJIRA,44279,exact,99.00,True
"Fresno , Tolima",FRESNO TOLIMA,73283,exact,99.00,True
Fundación - Magdalena,FUNDACION MAGDALENA,47288,exact,99.00,True
Funes,FUNES,52287,exact,100.00,True
Funza,FUNZA,25286,exact,100.00,True
"Funza , Cundinamarca",FUNZA CUNDINAMARCA,25286,exact,99.00,True
Funza - Cundinamarca,FUNZA CUNDINAMARCA,25286,exact,99.00,True
Funza Cundinamarca,FUNZA CUNDINAMARCA,25286,exact,99.00,True
Fusagasugá,FUSAGASUGA,25290,exact,100.00,True
Fusagasugá  Cundinamarca,FUSAGASUGA CUNDINAMARCA,25290,exact,99.00,True
"Fusagasugá ,",FUSAGASUGA,25290,exact,100.00,True
Fusagasugá - – Cundinamarca,FUSAGASUGA CUNDINAMARCA,25290,exact,99.00,True
Fusagasugá Cundinamarca,FUSAGASUGA CUNDINAMARCA,25290,exact,99.00,True
Fusagasugá – - Cundinamarca,FUSAGASUGA CUNDINAMARCA,25290,exact,99.00,True
Fusagasugá – Cundinamarca,FUSAGASUGA CUNDINAMARCA,25290,exact,99.00,True
"Fusagasugá – Cundinamarca ,",FUSAGASUGA CUNDINAMARCA,25290,exact,99.00,True
FÓMEQUE,FOMEQUE,25279,exact,100.00,True
FÓMEQUE CUNDINAMARCA,FOMEQUE CUNDINAMARCA,25279,exact,99.00,True
FÚQUENE,FUQUENE,25288,exact,100.00,True
GACHALÁ,GACHALA,25293,exact,100.00,True
GACHALÁ CUNDINAMARCA,GACHALA CUNDINAMARCA,25293,exact,99.00,True
GACHANCIPA,GACHANCIPA,25295,exact,100.00,True
GACHANCIPA CUNDINAMARCA,GACHANCIPA CUNDINAMARCA,25295,exact,99.00,True
GACHANTIVÁ,GACHANTIVA,15293,exact,100.00,True
GACHANTIVÁ BOYACA,GACHANTIVA BOYACA,15293,exact,99.00,True
GACHETA-CUNDINAMARCA,GACHETA CUNDINAMARCA,25297,exact,99.00,True
GACHETÁ,GACHETA,25297,exact,100.00,True
GACHETÁ CUNDINAMARCA,GACHETA CUNDINAMARCA,25297,exact,99.00,True
GALAPA  ATLÁNTICO,GALAPA ATLANTICO,8296,exact,99.00,True
GALAPA ATLANTICO,GALAPA ATLANTICO,8296,exact,99.00,True
GALAPA ATLÁNTICO,GALAPA ATLANTICO,8296,exact,99.00,True
GALAPA-ATLANTICO,GALAPA ATLANTICO,8296,exact,99.00,True
GALAPA-ATLANTICO},GALAPA ATLANTICO,8296,exact,99.00,True
GALERAS,GALERAS,70235,exact,100.00,True
GALERAS - SUCRE,GALERAS SUCRE,70235,exact,99.00,True
GALÁN SANTANDER,GALAN SANTANDER,68296,exact,99.00,True
GAMA CUNDINAMARCA,GAMA CUNDINAMARCA,25299,exact,99.00,True
GAMARRA,GAMARRA,20295,exact,100.00,True
GAMARRA - CESAR,GAMARRA CESAR,20295,exact,99.00,True
GAMARRA CESAR,GAMARRA CESAR,20295,exact,99.00,True
GAMARRA-CESAR,GAMARRA CESAR,20295,exact,99.00,True
GARAGOA,GARAGOA,15299,exact,100.00,True
"GARAGOA , BOYACÁ",GARAGOA BOYACA,15299,exact,99.00,True
GARAGOA BOYACÁ,GARAGOA BOYACA,15299,exact,99.00,True
GARZON,GARZON,41298,exact,100.00,True
GARZON HUILA,GARZON HUILA,41298,exact,99.00,True
GARZON-HUILA,GARZON HUILA,41298,exact,99.00,True
GIGANTE HUILA,GIGANTE HUILA,41306,exact,99.00,True
GINEBRA,GINEBRA,76306,exact,100.00,True
GINEBRA VALLE DEL CAUCA,GINEBRA VALLE DEL CAUCA,76306,exact,99.00,True
"GIRARDOT , CUNDINAMARCA",GIRARDOT CUNDINAMARCA,25307,exact,99.00,True
"GIRARDOT , CUNDINAMARCA .",GIRARDOT CUNDINAMARCA,25307,exact,99.00,True
GIRARDOT - CUNDINAMARCA,GIRARDOT CUNDINAMARCA,25307,exact,99.00,True
GIRARDOT -CUNDINAMARCA,GIRARDOT CUNDINAMARCA,25307,exact,99.00,True
GIRARDOT-CUNDINAMARCA,GIRARDOT CUNDINAMARCA,25307,exact,99.00,True
GIRARDOTA,GIRARDOTA,5308,exact,100.00,True
"GIRON , SANTANDER",GIRON SANTANDER,68307,exact,99.00,True
"GIRON ,SANTANDER",GIRON SANTANDER,68307,exact,99.00,True
"GIRON, SANTANDER",GIRON SANTANDER,68307,exact,99.00,True
"GIRON,SANTANDER",GIRON SANTANDER,68307,exact,99.00,True
GIRÓN,GIRON,68307,exact,100.00,True
GIRÓN  SANTANDER,GIRON SANTANDER,68307,exact,99.00,True
"GIRÓN , SANTANDER}",GIRON SANTANDER,68307,exact,99.00,True
GIRÓN - SANTANDER,GIRON SANTANDER,68307,exact,99.00,True
GRAMALOTE NORTE DE SANTANDER,GRAMALOTE NORTE DE SANTANDER,54313,exact,99.00,True
GRANADA - CUNDINAMARCA,GRANADA CUNDINAMARCA,25312,exact,97.00,True
GRANADA -META,GRANADA META,50313,exact,97.00,True
GRANADA CUNDINAMARCA,GRANADA CUNDINAMARCA,25312,exact,97.00,True
GRANADA META,GRANADA META,50313,exact,97.00,True
"GRANADA, META",GRANADA META,50313,exact,97.00,True
GRANADA- META,GRANADA META,50313,exact,97.00,True
GUACA SANTANDER,GUACA SANTANDER,68318,exact,99.00,True
GUACARI,GUACARI,76318,exact,100.00,True
"GUACARI , VALLE DEL CAUCA",GUACARI VALLE DEL CAUCA,76318,exact,99.00,True
GUACARI - VALLE DEL CAUCA,GUACARI VALLE DEL CAUCA,76318,exact,99.00,True
GUACARI-VALLE DEL CAUCA,GUACARI VALLE DEL CAUCA,76318,exact,99.00,True
GUACARÍ VALLE DEL CAUCA,GUACARI VALLE DEL CAUCA,76318,exact,99.00,True
GUACHENE,GUACHENE,19300,exact,100.00,True
GUACHENE CAUCA,GUACHENE CAUCA,19300,exact,99.00,True
"GUACHENE,CAUCA",GUACHENE CAUCA,19300,exact,99.00,True
GUACHENÉ-CAUCA,GUACHENE CAUCA,19300,exact,99.00,True
GUACHETÁ - CUNDINAMARCA,GUACHETA CUNDINAMARCA,25317,exact,99.00,True
GUACHETÁ CUNDINAMARCA,GUACHETA CUNDINAMARCA,25317,exact,99.00,True
GUACHUCAL NARIÑO,GUACHUCAL NARINO,52317,exact,99.00,True
GUADALAJARA DE BUGA,GUADALAJARA DE BUGA,76111,exact,100.00,True
GUADALAJARA DE BUGA - VALLE DEL CAUCA,GUADALAJARA DE BUGA VALLE DEL CAUCA,76111,exact,99.00,True
GUADALAJARA DE BUGA -VALLE DEL CAUCA,GUADALAJARA DE BUGA VALLE DEL CAUCA,76111,exact,99.00,True
GUADALAJARA DE BUGA- VALLE DEL CAUCA,GUADALAJARA DE BUGA VALLE DEL CAUCA,76111,exact,99.00,True
GUADALAJARA DE BUGA-VALLE DEL CAUCA,GUADALAJARA DE BUGA VALLE DEL CAUCA,76111,exact,99.00,True
GUADALUPE ANTIOQUIA,GUADALUPE ANTIOQUIA,5315,exact,97.00,True
GUADALUPE HUILA,GUADALUPE HUILA,41319,exact,97.00,True
GUADUAS,GUADUAS,25320,exact,100.00,True
GUADUAS - CUNDINAMARCA,GUADUAS CUNDINAMARCA,25320,exact,99.00,True
GUADUAS- CUNDINAMARCA,GUADUAS CUNDINAMARCA,25320,exact,99.00,True
GUAINIA INIRIDA,GUAINIA INIRIDA,94001,exact,99.00,True
GUALMATÁN - NARIÑO,GUALMATAN NARINO,52323,exact,99.00,True
GUALMATÁN NARIÑO,GUALMATAN NARINO,52323,exact,99.00,True
GUAMAL  META,GUAMAL META,50318,exact,97.00,True
GUAMAL ( META,GUAMAL META,50318,exact,97.00,True
GUAMAL ( META ),GUAMAL META,50318,exact,97.00,True
GUAMAL (META),GUAMAL META,50318,exact,97.00,True
GUAMAL - META,GUAMAL META,50318,exact,97.00,True
GUAMAL MAGDALENA,GUAMAL MAGDALENA,47318,exact,97.00,True
GUAMAL META,GUAMAL META,50318,exact,97.00,True
"GUAMAL, META",GUAMAL META,50318,exact,97.00,True
GUAMAL-  META,GUAMAL META,50318,exact,97.00,True
GUAMAL-META,GUAMAL META,50318,exact,97.00,True
GUAMO -TOLIMA,GUAMO TOLIMA,73319,exact,99.00,True
GUAMO TOLIMA,GUAMO TOLIMA,73319,exact,99.00,True
GUAMO- TOLIMA,GUAMO TOLIMA,73319,exact,99.00,True
GUAMO-TOLIMA,GUAMO TOLIMA,73319,exact,99.00,True
GUAPI,GUAPI,19318,exact,100.00,True
GUAPI CAUCA,GUAPI CAUCA,19318,exact,99.00,True
GUARANDA,GUARANDA,70265,exact,100.00,True
GUARANDA  SUCRE,GUARANDA SUCRE,70265,exact,99.00,True
GUARANDA - SUCRE,GUARANDA SUCRE,70265,exact,99.00,True
GUASCA,GUASCA,25322,exact,100.00,True
GUASCA-CUNDINAMARCA,GUASCA CUNDINAMARCA,25322,exact,99.00,True
GUATAPE,GUATAPE,5321,exact,100.00,True
GUATAVITA,GUATAVITA,25326,exact,100.00,True
GUATAVITA CUNDINAMARCA,GUATAVITA CUNDINAMARCA,25326,exact,99.00,True
GUATEQUE,GUATEQUE,15322,exact,100.00,True
GUATEQUE BOYACÁ,GUATEQUE BOYACA,15322,exact,99.00,True
GUATICA,GUATICA,66318,exact,100.00,True
GUAYABAL DE SIQUIMA,GUAYABAL DE SIQUIMA,25328,exact,100.00,True
GUAYABAL DE SIQUIMA- CUNDINAMARCA,GUAYABAL DE SIQUIMA CUNDINAMARCA,25328,exact,99.00,True
GUAYABETAL,GUAYABETAL,25335,exact,100.00,True
GUAYABETAL-CUNDINAMARCA,GUAYABETAL CUNDINAMARCA,25335,exact,99.00,True
GUTIERREZ CUNDINAMARCA,GUTIERREZ CUNDINAMARCA,25339,exact,99.00,True
GUÁTICA - RISARALDA,GUATICA RISARALDA,66318,exact,99.00,True
GUÁTICA RISARALDA,GUATICA RISARALDA,66318,exact,99.00,True
Gacheta Cundinamarca,GACHETA CUNDINAMARCA,25297,exact,99.00,True
Galapa,GALAPA,8296,exact,100.00,True
"Galapa , Atlántico",GALAPA ATLANTICO,8296,exact,99.00,True
"Galapa , Atlántico .",GALAPA ATLANTICO,8296,exact,99.00,True
Galapa - Atlántico,GALAPA ATLANTICO,8296,exact,99.00,True
"Galapa, Atlántico",GALAPA ATLANTICO,8296,exact,99.00,True
Galapa- Atlántico,GALAPA ATLANTICO,8296,exact,99.00,True
Galeras,GALERAS,70235,exact,100.00,True
"Galeras , Sucre",GALERAS SUCRE,70235,exact,99.00,True
Galeras - – Sucre,GALERAS SUCRE,70235,exact,99.00,True
Galeras Sucre,GALERAS SUCRE,70235,exact,99.00,True
Galán- Santander,GALAN SANTANDER,68296,exact,99.00,True
"Gamarra , Cesar",GAMARRA CESAR,20295,exact,99.00,True
Garzón  (Huila ),GARZON HUILA,41298,exact,99.00,True
Garzón  Huila,GARZON HUILA,41298,exact,99.00,True
Garzón ( Huila ),GARZON HUILA,41298,exact,99.00,True
"Garzón , Huila",GARZON HUILA,41298,exact,99.00,True
Garzón - Huila,GARZON HUILA,41298,exact,99.00,True
Garzón – Huila,GARZON HUILA,41298,exact,99.00,True
"Garzón, Huila",GARZON HUILA,41298,exact,99.00,True
Garzón- Huila,GARZON HUILA,41298,exact,99.00,True
Gigante,GIGANTE,41306,exact,100.00,True
Gigante - Huila,GIGANTE HUILA,41306,exact,99.00,True
Gigante-Huila,GIGANTE HUILA,41306,exact,99.00,True
"Ginebra , Valle del Cauca",GINEBRA VALLE DEL CAUCA,76306,exact,99.00,True
Girardot,GIRARDOT,25307,exact,100.00,True
Girardot CUNDINAMARCA,GIRARDOT CUNDINAMARCA,25307,exact,99.00,True
Girardota Antioquia,GIRARDOTA ANTIOQUIA,5308,exact,99.00,True
Giron-santander,GIRON SANTANDER,68307,exact,99.00,True
Girón. santander,GIRON SANTANDER,68307,exact,99.00,True
Gramalote,GRAMALOTE,54313,exact,100.00,True
Granada   Meta,GRANADA META,50313,exact,97.00,True
Granada  Cundinamarca,GRANADA CUNDINAMARCA,25312,exact,97.00,True
Granada  Meta,GRANADA META,50313,exact,97.00,True
Granada ( Meta,GRANADA META,50313,exact,97.00,True
Granada ( Meta ),GRANADA META,50313,exact,97.00,True
"Granada ( Meta ) ,",GRANADA META,50313,exact,97.00,True
Granada ( Meta),GRANADA META,50313,exact,97.00,True
"Granada , Cundinamarca ,",GRANADA CUNDINAMARCA,25312,exact,97.00,True
"Granada , Meta",GRANADA META,50313,exact,97.00,True
"Granada , Meta ,",GRANADA META,50313,exact,97.00,True
"Granada ,Meta",GRANADA META,50313,exact,97.00,True
Granada - Meta,GRANADA META,50313,exact,97.00,True
"Granada Meta,",GRANADA META,50313,exact,97.00,True
Granada( Meta ),GRANADA META,50313,exact,97.00,True
"Granada, Meta",GRANADA META,50313,exact,97.00,True
Granada-Meta,GRANADA META,50313,exact,97.00,True
Guaca Santander,GUACA SANTANDER,68318,exact,99.00,True
Guachené  Cauca,GUACHENE CAUCA,19300,exact,99.00,True
"Guachené , Cauca",GUACHENE CAUCA,19300,exact,99.00,True
Guachucal,GUACHUCAL,52317,exact,100.00,True
Guadalajara de Buga,GUADALAJARA DE BUGA,76111,exact,100.00,True
"Guadalajara de Buga ,",GUADALAJARA DE BUGA,76111,exact,100.00,True
"Guadalajara de Buga , Valle del Cauca",GUADALAJARA DE BUGA VALLE DEL CAUCA,76111,exact,99.00,True
Guadalajara de Buga - Valle del Cauca,GUADALAJARA DE BUGA VALLE DEL CAUCA,76111,exact,99.00,True
Guadalajara de Buga Valle del Cauca,GUADALAJARA DE BUGA VALLE DEL CAUCA,76111,exact,99.00,True
"Guadalupe , Santander",GUADALUPE SANTANDER,68320,exact,97.00,True
