valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo
CHIPAQUE-CUNDINAMARCA,CHIPAQUE CUNDINAMARCA,CHIPAQUE CUNDINAMARCA,CHIPAQUE,25178,CHIPAQUE,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CHIQUINQUIRA-BOYACA,CHIQUINQUIRA BOYACA,CHIQUINQUIRA BOYACA,CHIQUINQUIRA,15176,CHIQUINQUIRÁ,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CHIQUINQUIRÁ - BOYACÁ,CHIQUINQUIRA BOYACA,CHIQUINQUIRA BOYACA,CHIQUINQUIRA,15176,CHIQUINQUIRÁ,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CHIRIGUANA,CHIRIGUANA,CHIRIGUANA,CHIRIGUANA,20178,CHIRIGUANÁ,CESAR,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CHIRIGUANÁ - CESAR,CHIRIGUANA CESAR,CHIRIGUANA CESAR,CHIRIGUANA,20178,CHIRIGUANÁ,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CHISCAS,CHISCAS,CHISCAS,CHISCAS,15180,CHISCAS,BOYACÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CHITA BOYACA,CHITA BOYACA,CHITA BOYACA,CHITA,15183,CHITA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CHNCHINA-CALDAS,CHNCHINA CALDAS,CHNCHINA CALDAS,CHNCHINA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,17174,CHINCHINÁ,CALDAS,98.12,25181,CHOACHÍ,CUNDINAMARCA,66.67,25175,CHÍA,CUNDINAMARCA,66.67
CHOACHI CUNDINAMARCA,CHOACHI CUNDINAMARCA,CHOACHI CUNDINAMARCA,CHOACHI,25181,CHOACHÍ,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CHOACHÍ,CHOACHI,CHOACHI,CHOACHI,25181,CHOACHÍ,CUNDINAMARCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CHOACHÍ  CUNDINAMARCA,CHOACHI CUNDINAMARCA,CHOACHI CUNDINAMARCA,CHOACHI,25181,CHOACHÍ,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CHOCONTA,CHOCONTA,CHOCONTA,CHOCONTA,25183,CHOCONTÁ,CUNDINAMARCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CHOCONTA CUNDINAMARCA,CHOCONTA CUNDINAMARCA,CHOCONTA CUNDINAMARCA,CHOCONTA,25183,CHOCONTÁ,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CHOCONTÁ-CUNDINAMARCA,CHOCONTA CUNDINAMARCA,CHOCONTA CUNDINAMARCA,CHOCONTA,25183,CHOCONTÁ,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CHÍA,CHIA,CHIA,CHIA,25175,CHÍA,CUNDINAMARCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CHÍA  -CUNDINAMARCA,CHIA CUNDINAMARCA,CHIA CUNDINAMARCA,CHIA,25175,CHÍA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CHÍA  CUNDINAMARCA,CHIA CUNDINAMARCA,CHIA CUNDINAMARCA,CHIA,25175,CHÍA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CHÍA -CUNDINAMARCA,CHIA CUNDINAMARCA,CHIA CUNDINAMARCA,CHIA,25175,CHÍA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"CHÍA, CUND",CHIA CUND,CHIA CUND,CHIA CUND,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25175,CHÍA,CUNDINAMARCA,61.54,25178,CHIPAQUE,CUNDINAMARCA,58.82,68176,CHIMA,SANTANDER,57.14
CHÍQUIZA - BOYACÁ,CHIQUIZA BOYACA,CHIQUIZA BOYACA,CHIQUIZA,15232,CHÍQUIZA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIENAGA,CIENAGA,CIENAGA,CIENAGA,47189,CIÉNAGA,MAGDALENA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"CIENAGA ,  MAGDALENA",CIENAGA MAGDALENA,CIENAGA MAGDALENA,CIENAGA,47189,CIÉNAGA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIENAGA DE MAGDALENA,CIENAGA DE MAGDALENA,CIENAGA DE MAGDALENA,CIENAGA DE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,47189,CIÉNAGA,MAGDALENA,86.35,23189,CIÉNAGA DE ORO,CÓRDOBA,83.33,15189,CIÉNEGA,BOYACÁ,70.59
CIENAGA DE ORO,CIENAGA DE ORO,CIENAGA DE ORO,CIENAGA DE ORO,23189,CIÉNAGA DE ORO,CÓRDOBA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CIENAGA DE ORO CORDOBA,CIENAGA DE ORO CORDOBA,CIENAGA DE ORO CORDOBA,CIENAGA DE ORO,23189,CIÉNAGA DE ORO,CÓRDOBA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIENAGA MAGADALENA,CIENAGA MAGADALENA,CIENAGA MAGADALENA,CIENAGA MAGADALENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23189,CIÉNAGA DE ORO,CÓRDOBA,62.50,47189,CIÉNAGA,MAGDALENA,56.00,50350,LA MACARENA,META,55.17
CIENAGA MAGDALENA,CIENAGA MAGDALENA,CIENAGA MAGDALENA,CIENAGA,47189,CIÉNAGA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIENAGA-MAGDALENA,CIENAGA MAGDALENA,CIENAGA MAGDALENA,CIENAGA,47189,CIÉNAGA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"CIENEGA , BOYACA",CIENEGA BOYACA,CIENEGA BOYACA,CIENEGA,15189,CIÉNEGA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIENEGA MAGDALENA,CIENEGA MAGDALENA,CIENEGA MAGDALENA,CIENEGA,15189,CIÉNEGA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIMITARRA,CIMITARRA,CIMITARRA,CIMITARRA,68190,CIMITARRA,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CIMITARRA - SANTANDER,CIMITARRA SANTANDER,CIMITARRA SANTANDER,CIMITARRA,68190,CIMITARRA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIMITARRA SANTANDR,CIMITARRA SANTANDR,CIMITARRA SANTANDR,CIMITARRA SANTANDR,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68190,CIMITARRA,SANTANDER,66.67,5145,CARAMANTA,ANTIOQUIA,59.26,54553,PUERTO SANTANDER,NORTE DE SANTANDER,58.82
CIMITARRA-SANTANDER,CIMITARRA SANTANDER,CIMITARRA SANTANDER,CIMITARRA,68190,CIMITARRA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIRCASIA,CIRCASIA,CIRCASIA,CIRCASIA,63190,CIRCASIA,QUINDÍO,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CIRCASIA - QUINDÍO,CIRCASIA QUINDIO,CIRCASIA QUINDIO,CIRCASIA,63190,CIRCASIA,QUINDÍO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIRCASIA -QUINDIO,CIRCASIA QUINDIO,CIRCASIA QUINDIO,CIRCASIA,63190,CIRCASIA,QUINDÍO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIRCASIA QUINDIO,CIRCASIA QUINDIO,CIRCASIA QUINDIO,CIRCASIA,63190,CIRCASIA,QUINDÍO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIRCASIA – - QUINDÍO,CIRCASIA QUINDIO,CIRCASIA QUINDIO,CIRCASIA,63190,CIRCASIA,QUINDÍO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIRCASIA-QUINDIO,CIRCASIA QUINDIO,CIRCASIA QUINDIO,CIRCASIA,63190,CIRCASIA,QUINDÍO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIUDAD BOLIVAR,CIUDAD BOLIVAR,CIUDAD BOLIVAR,,5101,CIUDAD BOLÍVAR,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CIUDAD BOLIVAR -ANTIOQUIA,CIUDAD BOLIVAR ANTIOQUIA,CIUDAD BOLIVAR ANTIOQUIA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5101,CIUDAD BOLÍVAR,ANTIOQUIA,77.68,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,52.89,8001,BARRANQUILLA,ATLÁNTICO,50.00
"CIÉNAGA , MAGD .",CIENAGA MAGD,CIENAGA MAGD,CIENAGA MAGD,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,47189,CIÉNAGA,MAGDALENA,73.68,23189,CIÉNAGA DE ORO,CÓRDOBA,69.23,15189,CIÉNEGA,BOYACÁ,63.16
CIÉNAGA DE ORO - CORDOBA,CIENAGA DE ORO CORDOBA,CIENAGA DE ORO CORDOBA,CIENAGA DE ORO,23189,CIÉNAGA DE ORO,CÓRDOBA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CIÉNEGA,CIENEGA,CIENEGA,CIENEGA,15189,CIÉNEGA,BOYACÁ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CIÉNEGA - BOYACÁ,CIENEGA BOYACA,CIENEGA BOYACA,CIENEGA,15189,CIÉNEGA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CLEMANCIA BOLIVAR,CLEMANCIA BOLIVAR,CLEMANCIA BOLIVAR,CLEMANCIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,92.89,50400,LEJANÍAS,META,70.59,23855,VALENCIA,CÓRDOBA,70.59
CLEMECIA BOLIVAR,CLEMECIA BOLIVAR,CLEMECIA BOLIVAR,CLEMECIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,98.12,15022,ALMEIDA,BOYACÁ,66.67,91001,LETICIA,AMAZONAS,66.67
CLEMEMENCIA-BOLIVAR,CLEMEMENCIA BOLIVAR,CLEMEMENCIA BOLIVAR,CLEMEMENCIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,94.00,23855,VALENCIA,CÓRDOBA,63.16,18001,FLORENCIA,CAQUETÁ,60.00
CLEMEMNCIA-BOLIVAR,CLEMEMNCIA BOLIVAR,CLEMEMNCIA BOLIVAR,CLEMEMNCIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,98.74,23855,VALENCIA,CÓRDOBA,66.67,18001,FLORENCIA,CAQUETÁ,63.16
CLEMENCIA,CLEMENCIA,CLEMENCIA,CLEMENCIA,13222,CLEMENCIA,BOLÍVAR,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CLEMENCIA -BOLIVAR,CLEMENCIA BOLIVAR,CLEMENCIA BOLIVAR,CLEMENCIA,13222,CLEMENCIA,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CLEMENCIA -BOLVAR,CLEMENCIA BOLVAR,CLEMENCIA BOLVAR,CLEMENCIA BOLVAR,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,72.00,5101,CIUDAD BOLÍVAR,ANTIOQUIA,66.67,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,61.11
CLEMENCIA BOLIVAR,CLEMENCIA BOLIVAR,CLEMENCIA BOLIVAR,CLEMENCIA,13222,CLEMENCIA,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CLEMENCIA CESAR,CLEMENCIA CESAR,CLEMENCIA CESAR,CLEMENCIA,13222,CLEMENCIA,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CLEMENCIA- BOLIVAR,CLEMENCIA BOLIVAR,CLEMENCIA BOLIVAR,CLEMENCIA,13222,CLEMENCIA,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CLEMENCIA-BOLIVA,CLEMENCIA BOLIVA,CLEMENCIA BOLIVA,CLEMENCIA BOLIVA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,72.00,5101,CIUDAD BOLÍVAR,ANTIOQUIA,66.67,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,61.11
COACTIVO HONDA TOLIMA,COACTIVO HONDA TOLIMA,COACTIVO HONDA TOLIMA,COACTIVO HONDA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73349,HONDA,TOLIMA,56.63,68211,CONTRATACIÓN,SANTANDER,53.85,73217,COYAIMA,TOLIMA,51.62
COELLO,COELLO,COELLO,COELLO,73200,COELLO,TOLIMA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
COGUA - CUNDINAMARCA,COGUA CUNDINAMARCA,COGUA CUNDINAMARCA,COGUA,25200,COGUA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COGUA CUND,COGUA CUND,COGUA CUND,COGUA CUND,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25200,COGUA,CUNDINAMARCA,66.67,25168,CHAGUANÍ,CUNDINAMARCA,55.56,25224,CUCUNUBÁ,CUNDINAMARCA,55.56
COGUA-CUNDINAMARCA,COGUA CUNDINAMARCA,COGUA CUNDINAMARCA,COGUA,25200,COGUA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COLOMBIA HUILA,COLOMBIA HUILA,COLOMBIA HUILA,COLOMBIA,41206,COLOMBIA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COLON PUTUMAYO,COLON PUTUMAYO,COLON PUTUMAYO,COLON,86219,COLÓN,PUTUMAYO,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
COLOSÓ,COLOSO,COLOSO,COLOSO,70204,COLOSÓ,SUCRE,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"COLOSÓ , SUCRE",COLOSO SUCRE,COLOSO SUCRE,COLOSO,70204,COLOSÓ,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COLOSÓ Sucre,COLOSO SUCRE,COLOSO SUCRE,COLOSO,70204,COLOSÓ,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COMBITA BOYACA,COMBITA BOYACA,COMBITA BOYACA,COMBITA,15204,CÓMBITA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COMPETENCIA MULTIPLE PALMIRA VALLE,COMPETENCIA MULTIPLE PALMIRA VALLE,COMPETENCIA MULTIPLE PALMIRA VALLE,COMPETENCIA MULTIPLE PALMIRA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,44.44,73148,CARMEN DE APICALÁ,TOLIMA,43.14,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,40.74
CONCEPCIÓN - SANTANDER,CONCEPCION SANTANDER,CONCEPCION SANTANDER,CONCEPCION,68207,CONCEPCIÓN,SANTANDER,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
CONCORDIA,CONCORDIA,CONCORDIA,CONCORDIA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,5209,CONCORDIA,ANTIOQUIA,100.00,47205,CONCORDIA,MAGDALENA,100.00,5197,COCORNÁ,ANTIOQUIA,75.00
CONCORDIA - ANTIOQUIA,CONCORDIA ANTIOQUIA,CONCORDIA ANTIOQUIA,CONCORDIA,5209,CONCORDIA,ANTIOQUIA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
CONCORDIA ANTIOQUIA,CONCORDIA ANTIOQUIA,CONCORDIA ANTIOQUIA,CONCORDIA,5209,CONCORDIA,ANTIOQUIA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
CONCORDIA MAGADALENA,CONCORDIA MAGADALENA,CONCORDIA MAGADALENA,CONCORDIA MAGADALENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5209,CONCORDIA,ANTIOQUIA,62.07,47205,CONCORDIA,MAGDALENA,62.07,5197,COCORNÁ,ANTIOQUIA,51.85
CONCORDIA MAGDALENA,CONCORDIA MAGDALENA,CONCORDIA MAGDALENA,CONCORDIA,47205,CONCORDIA,MAGDALENA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
CONDOTO,CONDOTO,CONDOTO,CONDOTO,27205,CONDOTO,CHOCÓ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CONDOTO CHOCÓ,CONDOTO CHOCO,CONDOTO CHOCO,CONDOTO,27205,CONDOTO,CHOCÓ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CONFINES,CONFINES,CONFINES,CONFINES,68209,CONFINES,SANTANDER,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CONFINES SANTANDER,CONFINES SANTANDER,CONFINES SANTANDER,CONFINES,68209,CONFINES,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CONSACA,CONSACA,CONSACA,CONSACA,52207,CONSACÁ,NARIÑO,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CONSACA - NARIÑO,CONSACA NARINO,CONSACA NARINO,CONSACA,52207,CONSACÁ,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CONSACA-NARIÑO,CONSACA NARINO,CONSACA NARINO,CONSACA,52207,CONSACÁ,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CONSACÁ NARIÑO,CONSACA NARINO,CONSACA NARINO,CONSACA,52207,CONSACÁ,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CONTRATACIÓN - SANTANDER,CONTRATACION SANTANDER,CONTRATACION SANTANDER,CONTRATACION,68211,CONTRATACIÓN,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CONTRATACIÓN SANTANDER,CONTRATACION SANTANDER,CONTRATACION SANTANDER,CONTRATACION,68211,CONTRATACIÓN,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COPEY - CESAR,COPEY CESAR,COPEY CESAR,COPEY,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20238,EL COPEY,CESAR,80.92,15212,COPER,BOYACÁ,80.00,20550,PELAYA,CESAR,58.55
COPEY CESAR,COPEY CESAR,COPEY CESAR,COPEY,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20238,EL COPEY,CESAR,80.92,15212,COPER,BOYACÁ,80.00,20550,PELAYA,CESAR,58.55
COPEY-CESAR,COPEY CESAR,COPEY CESAR,COPEY,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20238,EL COPEY,CESAR,80.92,15212,COPER,BOYACÁ,80.00,20550,PELAYA,CESAR,58.55
CORAZAL-SUCRE,CORAZAL SUCRE,CORAZAL SUCRE,CORAZAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70215,COROZAL,SUCRE,89.71,15215,CORRALES,BOYACÁ,66.67,85125,HATO COROZAL,CASANARE,63.16
CORDOBA,CORDOBA,CORDOBA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13212,CÓRDOBA,BOLÍVAR,100.00,52215,CÓRDOBA,NARIÑO,100.00,63212,CÓRDOBA,QUINDÍO,100.00
CORDOBA BOLIVAR,CORDOBA BOLIVAR,CORDOBA BOLIVAR,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5101,CIUDAD BOLÍVAR,ANTIOQUIA,75.86,13212,CÓRDOBA,BOLÍVAR,67.64,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,66.86
CORINTO,CORINTO,CORINTO,CORINTO,19212,CORINTO,CAUCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
CORINTO - CAUCA,CORINTO CAUCA,CORINTO CAUCA,CORINTO,19212,CORINTO,CAUCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CORINTO CAUCA,CORINTO CAUCA,CORINTO CAUCA,CORINTO,19212,CORINTO,CAUCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"CORINTO, CAUCA",CORINTO CAUCA,CORINTO CAUCA,CORINTO,19212,CORINTO,CAUCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COROMORO SANTANDER,COROMORO SANTANDER,COROMORO SANTANDER,COROMORO,68217,COROMORO,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COROZAL,COROZAL,COROZAL,COROZAL,70215,COROZAL,SUCRE,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
COROZAL - SUCRE,COROZAL SUCRE,COROZAL SUCRE,COROZAL,70215,COROZAL,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COROZAL DFCOR - 00013705 .,COROZAL DFCOR 00013705,COROZAL DFCOR 00013705,COROZAL DFCOR 00013705,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70215,COROZAL,SUCRE,48.28,85125,HATO COROZAL,CASANARE,41.18,68217,COROMORO,SANTANDER,40.00
COROZAL – SUCRE,COROZAL SUCRE,COROZAL SUCRE,COROZAL,70215,COROZAL,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"COROZAL, SUCRE",COROZAL SUCRE,COROZAL SUCRE,COROZAL,70215,COROZAL,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COROZAL- SUCRE,COROZAL SUCRE,COROZAL SUCRE,COROZAL,70215,COROZAL,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COROZAL-SUCRE,COROZAL SUCRE,COROZAL SUCRE,COROZAL,70215,COROZAL,SUCRE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"CORRALES , BOYACÁ",CORRALES BOYACA,CORRALES BOYACA,CORRALES,15215,CORRALES,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CORRALES BOYACÁ,CORRALES BOYACA,CORRALES BOYACA,CORRALES,15215,CORRALES,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
CORZAL-SUCRE,CORZAL SUCRE,CORZAL SUCRE,CORZAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70215,COROZAL,SUCRE,96.31,15215,CORRALES,BOYACÁ,71.43,85125,HATO COROZAL,CASANARE,66.67
COTA,COTA,COTA,COTA,25214,COTA,CUNDINAMARCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
COTA - CUNDINAMARCA,COTA CUNDINAMARCA,COTA CUNDINAMARCA,COTA,25214,COTA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
COTA CUND,COTA CUND,COTA CUND,COTA CUND,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25214,COTA,CUNDINAMARCA,61.54,68211,CONTRATACIÓN,SANTANDER,57.14,52210,CONTADERO,NARIÑO,55.56
COTA CUNDINAMARCA,COTA CUNDINAMARCA,COTA CUNDINAMARCA,COTA,25214,COTA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
