valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo
CARTAGENA DE INDIAS  D.T Y C - BOLIVAR,CARTAGENA DE INDIAS D T Y C BOLIVAR,CARTAGENA DE INDIAS D T Y C BOLIVAR,CARTAGENA DE INDIAS D T Y C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,86.61,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,59.57,25001,AGUA DE DIOS,CUNDINAMARCA,51.28
CARTAGENA DE INDIAS  D.T Y C|,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,82.61,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,59.57,25001,AGUA DE DIOS,CUNDINAMARCA,51.28
CARTAGENA DE INDIAS  JOAQUIN ARMANDO CARDONA ROBLES,CARTAGENA DE INDIAS JOAQUIN ARMANDO CARDONA ROBLES,CARTAGENA DE INDIAS JOAQUIN ARMANDO CARDONA ROBLES,CARTAGENA DE INDIAS JOAQUIN ARMANDO CARDONA ROBLES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,55.07,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,48.57,47161,CERRO DE SAN ANTONIO,MAGDALENA,40.00
CARTAGENA DE INDIAS  OSCAR FERNANDO PERDOMO COHETATO,CARTAGENA DE INDIAS OSCAR FERNANDO PERDOMO COHETATO,CARTAGENA DE INDIAS OSCAR FERNANDO PERDOMO COHETATO,CARTAGENA DE INDIAS OSCAR FERNANDO PERDOMO COHETATO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,54.29,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,45.07,27150,CARMEN DEL DARIÉN,CHOCÓ,41.18
CARTAGENA DE INDIAS D.T Y C,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,82.61,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,59.57,25001,AGUA DE DIOS,CUNDINAMARCA,51.28
CARTAGENA DE INDIAS D.T.,CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,90.48,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,69.77,25001,AGUA DE DIOS,CUNDINAMARCA,57.14
CARTAGENA DE INDIAS D.T.&.C.,CARTAGENA DE INDIAS D T C,CARTAGENA DE INDIAS D T C,CARTAGENA DE INDIAS D T C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,86.36,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,62.22,25001,AGUA DE DIOS,CUNDINAMARCA,54.05
CARTAGENA DE INDIAS MIRIAM SEFIZA GARAY DE PINO,CARTAGENA DE INDIAS MIRIAM SEFIZA GARAY DE PINO,CARTAGENA DE INDIAS MIRIAM SEFIZA GARAY DE PINO,CARTAGENA DE INDIAS MIRIAM SEFIZA GARAY DE PINO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,57.58,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,50.75,27150,CARMEN DEL DARIÉN,CHOCÓ,46.88
"CARTAGENA, BOLIVAR",CARTAGENA BOLIVAR,CARTAGENA BOLIVAR,CARTAGENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,75.00,13042,ARENAL,BOLÍVAR,70.67,81736,SARAVENA,ARAUCA,70.59
CARTAGENA-BOLIVAR,CARTAGENA BOLIVAR,CARTAGENA BOLIVAR,CARTAGENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,75.00,13042,ARENAL,BOLÍVAR,70.67,81736,SARAVENA,ARAUCA,70.59
"CARTAGO , VALLE",CARTAGO VALLE,CARTAGO VALLE,CARTAGO VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,70.00,13160,CANTAGALLO,BOLÍVAR,69.57,54599,RAGONVALIA,NORTE DE SANTANDER,60.87
CARTAGO - VALLE,CARTAGO VALLE,CARTAGO VALLE,CARTAGO VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,70.00,13160,CANTAGALLO,BOLÍVAR,69.57,54599,RAGONVALIA,NORTE DE SANTANDER,60.87
CARTAGO VALLE,CARTAGO VALLE,CARTAGO VALLE,CARTAGO VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,70.00,13160,CANTAGALLO,BOLÍVAR,69.57,54599,RAGONVALIA,NORTE DE SANTANDER,60.87
"CARTAGO, VALLE",CARTAGO VALLE,CARTAGO VALLE,CARTAGO VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,70.00,13160,CANTAGALLO,BOLÍVAR,69.57,54599,RAGONVALIA,NORTE DE SANTANDER,60.87
CASTILLO - META,CASTILLO META,CASTILLO META,CASTILLO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50251,EL CASTILLO,META,88.21,13160,CANTAGALLO,BOLÍVAR,66.67,18205,CURILLO,CAQUETÁ,66.67
CASTILLO META,CASTILLO META,CASTILLO META,CASTILLO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50251,EL CASTILLO,META,88.21,13160,CANTAGALLO,BOLÍVAR,66.67,18205,CURILLO,CAQUETÁ,66.67
CEJA ANTIOQUIA,CEJA ANTIOQUIA,CEJA ANTIOQUIA,CEJA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5376,LA CEJA,ANTIOQUIA,76.73,5147,CAREPA,ANTIOQUIA,64.00,25126,CAJICÁ,CUNDINAMARCA,60.00
CEJA DEL TAMBO,CEJA DEL TAMBO,CEJA DEL TAMBO,CEJA DEL TAMBO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19256,EL TAMBO,CAUCA,72.73,52260,EL TAMBO,NARIÑO,72.73,23189,CIÉNAGA DE ORO,CÓRDOBA,57.14
CERETÉ CORDONA,CERETE CORDONA,CERETE CORDONA,CERETE CORDONA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23162,CERETÉ,CÓRDOBA,60.00,50450,PUERTO CONCORDIA,META,60.00,81591,PUERTO RONDÓN,ARAUCA,59.26
CERRITO - VALLE,CERRITO VALLE,CERRITO VALLE,CERRITO VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68162,CERRITO,SANTANDER,70.00,50577,PUERTO LLERAS,META,61.54,76248,EL CERRITO,VALLE DEL CAUCA,60.87
CERRITO VALLE,CERRITO VALLE,CERRITO VALLE,CERRITO VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68162,CERRITO,SANTANDER,70.00,50577,PUERTO LLERAS,META,61.54,76248,EL CERRITO,VALLE DEL CAUCA,60.87
CHIA CUMDINAMARCA,CHIA CUMDINAMARCA,CHIA CUMDINAMARCA,CHIA CUMDINAMARCA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73124,CAJAMARCA,TOLIMA,61.54,17174,CHINCHINÁ,CALDAS,53.85,68190,CIMITARRA,SANTANDER,53.85
CHIA CUNDINAMARA,CHIA CUNDINAMARA,CHIA CUNDINAMARA,CHIA CUNDINAMARA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15176,CHIQUINQUIRÁ,BOYACÁ,57.14,73124,CAJAMARCA,TOLIMA,56.00,17174,CHINCHINÁ,CALDAS,56.00
CHIA-CUMDINAMARCA,CHIA CUMDINAMARCA,CHIA CUMDINAMARCA,CHIA CUMDINAMARCA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73124,CAJAMARCA,TOLIMA,61.54,17174,CHINCHINÁ,CALDAS,53.85,68190,CIMITARRA,SANTANDER,53.85
CHICHINQUIRA BOYACÁ,CHICHINQUIRA BOYACA,CHICHINQUIRA BOYACA,CHICHINQUIRA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15176,CHIQUINQUIRÁ,BOYACÁ,87.33,15232,CHÍQUIZA,BOYACÁ,74.00,41357,ÍQUIRA,HUILA,66.67
CHIGORODÓ ANTIOUIA,CHIGORODO ANTIOUIA,CHIGORODO ANTIOUIA,CHIGORODO ANTIOUIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5172,CHIGORODÓ,ANTIOQUIA,66.67,25183,CHOCONTÁ,CUNDINAMARCA,53.85,47161,CERRO DE SAN ANTONIO,MAGDALENA,52.63
CHIMA,CHIMA,CHIMA,CHIMA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,68176,CHIMA,SANTANDER,100.00,23168,CHIMÁ,CÓRDOBA,100.00,25175,CHÍA,CUNDINAMARCA,88.89
CHIMICHAGUA CESACIMICHAGUA,CHIMICHAGUA CESACIMICHAGUA,CHIMICHAGUA CESACIMICHAGUA,CHIMICHAGUA CESACIMICHAGUA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20175,CHIMICHAGUA,CESAR,59.46,20011,AGUACHICA,CESAR,45.71,52240,CHACHAGÜÍ,NARIÑO,45.71
CHIMICHAGUA CESACIMICHAGUA - CESAR,CHIMICHAGUA CESACIMICHAGUA CESAR,CHIMICHAGUA CESACIMICHAGUA CESAR,CHIMICHAGUA CESACIMICHAGUA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20175,CHIMICHAGUA,CESAR,63.46,20011,AGUACHICA,CESAR,49.71,20178,CHIRIGUANÁ,CESAR,48.44
CHIMICHAGUA CESACIMICHAGUA CESAR,CHIMICHAGUA CESACIMICHAGUA CESAR,CHIMICHAGUA CESACIMICHAGUA CESAR,CHIMICHAGUA CESACIMICHAGUA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20175,CHIMICHAGUA,CESAR,63.46,20011,AGUACHICA,CESAR,49.71,20178,CHIRIGUANÁ,CESAR,48.44
CHNCHINA-CALDAS,CHNCHINA CALDAS,CHNCHINA CALDAS,CHNCHINA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,17174,CHINCHINÁ,CALDAS,98.12,25181,CHOACHÍ,CUNDINAMARCA,66.67,25175,CHÍA,CUNDINAMARCA,66.67
"CHÍA, CUND",CHIA CUND,CHIA CUND,CHIA CUND,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25175,CHÍA,CUNDINAMARCA,61.54,25178,CHIPAQUE,CUNDINAMARCA,58.82,68176,CHIMA,SANTANDER,57.14
CIENAGA DE MAGDALENA,CIENAGA DE MAGDALENA,CIENAGA DE MAGDALENA,CIENAGA DE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,47189,CIÉNAGA,MAGDALENA,86.35,23189,CIÉNAGA DE ORO,CÓRDOBA,83.33,15189,CIÉNEGA,BOYACÁ,70.59
CIENAGA MAGADALENA,CIENAGA MAGADALENA,CIENAGA MAGADALENA,CIENAGA MAGADALENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23189,CIÉNAGA DE ORO,CÓRDOBA,62.50,47189,CIÉNAGA,MAGDALENA,56.00,50350,LA MACARENA,META,55.17
CIMITARRA SANTANDR,CIMITARRA SANTANDR,CIMITARRA SANTANDR,CIMITARRA SANTANDR,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68190,CIMITARRA,SANTANDER,66.67,5145,CARAMANTA,ANTIOQUIA,59.26,54553,PUERTO SANTANDER,NORTE DE SANTANDER,58.82
CIUDAD BOLIVAR -ANTIOQUIA,CIUDAD BOLIVAR ANTIOQUIA,CIUDAD BOLIVAR ANTIOQUIA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5101,CIUDAD BOLÍVAR,ANTIOQUIA,77.68,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,52.89,8001,BARRANQUILLA,ATLÁNTICO,50.00
"CIÉNAGA , MAGD .",CIENAGA MAGD,CIENAGA MAGD,CIENAGA MAGD,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,47189,CIÉNAGA,MAGDALENA,73.68,23189,CIÉNAGA DE ORO,CÓRDOBA,69.23,15189,CIÉNEGA,BOYACÁ,63.16
CLEMANCIA BOLIVAR,CLEMANCIA BOLIVAR,CLEMANCIA BOLIVAR,CLEMANCIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,92.89,50400,LEJANÍAS,META,70.59,23855,VALENCIA,CÓRDOBA,70.59
CLEMECIA BOLIVAR,CLEMECIA BOLIVAR,CLEMECIA BOLIVAR,CLEMECIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,98.12,15022,ALMEIDA,BOYACÁ,66.67,91001,LETICIA,AMAZONAS,66.67
CLEMEMENCIA-BOLIVAR,CLEMEMENCIA BOLIVAR,CLEMEMENCIA BOLIVAR,CLEMEMENCIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,94.00,23855,VALENCIA,CÓRDOBA,63.16,18001,FLORENCIA,CAQUETÁ,60.00
CLEMEMNCIA-BOLIVAR,CLEMEMNCIA BOLIVAR,CLEMEMNCIA BOLIVAR,CLEMEMNCIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,98.74,23855,VALENCIA,CÓRDOBA,66.67,18001,FLORENCIA,CAQUETÁ,63.16
CLEMENCIA -BOLVAR,CLEMENCIA BOLVAR,CLEMENCIA BOLVAR,CLEMENCIA BOLVAR,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,72.00,5101,CIUDAD BOLÍVAR,ANTIOQUIA,66.67,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,61.11
CLEMENCIA-BOLIVA,CLEMENCIA BOLIVA,CLEMENCIA BOLIVA,CLEMENCIA BOLIVA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,72.00,5101,CIUDAD BOLÍVAR,ANTIOQUIA,66.67,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,61.11
COACTIVO HONDA TOLIMA,COACTIVO HONDA TOLIMA,COACTIVO HONDA TOLIMA,COACTIVO HONDA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73349,HONDA,TOLIMA,56.63,68211,CONTRATACIÓN,SANTANDER,53.85,73217,COYAIMA,TOLIMA,51.62
COGUA CUND,COGUA CUND,COGUA CUND,COGUA CUND,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25200,COGUA,CUNDINAMARCA,66.67,25168,CHAGUANÍ,CUNDINAMARCA,55.56,25224,CUCUNUBÁ,CUNDINAMARCA,55.56
COMPETENCIA MULTIPLE PALMIRA VALLE,COMPETENCIA MULTIPLE PALMIRA VALLE,COMPETENCIA MULTIPLE PALMIRA VALLE,COMPETENCIA MULTIPLE PALMIRA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,44.44,73148,CARMEN DE APICALÁ,TOLIMA,43.14,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,40.74
CONCORDIA,CONCORDIA,CONCORDIA,CONCORDIA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,5209,CONCORDIA,ANTIOQUIA,100.00,47205,CONCORDIA,MAGDALENA,100.00,5197,COCORNÁ,ANTIOQUIA,75.00
CONCORDIA MAGADALENA,CONCORDIA MAGADALENA,CONCORDIA MAGADALENA,CONCORDIA MAGADALENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5209,CONCORDIA,ANTIOQUIA,62.07,47205,CONCORDIA,MAGDALENA,62.07,5197,COCORNÁ,ANTIOQUIA,51.85
COPEY - CESAR,COPEY CESAR,COPEY CESAR,COPEY,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20238,EL COPEY,CESAR,80.92,15212,COPER,BOYACÁ,80.00,20550,PELAYA,CESAR,58.55
COPEY CESAR,COPEY CESAR,COPEY CESAR,COPEY,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20238,EL COPEY,CESAR,80.92,15212,COPER,BOYACÁ,80.00,20550,PELAYA,CESAR,58.55
COPEY-CESAR,COPEY CESAR,COPEY CESAR,COPEY,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20238,EL COPEY,CESAR,80.92,15212,COPER,BOYACÁ,80.00,20550,PELAYA,CESAR,58.55
CORAZAL-SUCRE,CORAZAL SUCRE,CORAZAL SUCRE,CORAZAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70215,COROZAL,SUCRE,89.71,15215,CORRALES,BOYACÁ,66.67,85125,HATO COROZAL,CASANARE,63.16
CORDOBA,CORDOBA,CORDOBA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13212,CÓRDOBA,BOLÍVAR,100.00,52215,CÓRDOBA,NARIÑO,100.00,63212,CÓRDOBA,QUINDÍO,100.00
CORDOBA BOLIVAR,CORDOBA BOLIVAR,CORDOBA BOLIVAR,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5101,CIUDAD BOLÍVAR,ANTIOQUIA,75.86,13212,CÓRDOBA,BOLÍVAR,67.64,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,66.86
COROZAL DFCOR - 00013705 .,COROZAL DFCOR 00013705,COROZAL DFCOR 00013705,COROZAL DFCOR 00013705,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70215,COROZAL,SUCRE,48.28,85125,HATO COROZAL,CASANARE,41.18,68217,COROMORO,SANTANDER,40.00
CORZAL-SUCRE,CORZAL SUCRE,CORZAL SUCRE,CORZAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70215,COROZAL,SUCRE,96.31,15215,CORRALES,BOYACÁ,71.43,85125,HATO COROZAL,CASANARE,66.67
COTA CUND,COTA CUND,COTA CUND,COTA CUND,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25214,COTA,CUNDINAMARCA,61.54,68211,CONTRATACIÓN,SANTANDER,57.14,52210,CONTADERO,NARIÑO,55.56
COTA CUNDINARCA,COTA CUNDINARCA,COTA CUNDINARCA,COTA CUNDINARCA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8141,CANDELARIA,ATLÁNTICO,56.00,76130,CANDELARIA,VALLE DEL CAUCA,56.00,63130,CALARCÁ,QUINDÍO,54.55
CRUZ NARIÑO,CRUZ NARINO,CRUZ NARINO,CRUZ,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,52378,LA CRUZ,NARIÑO,76.73,52699,SANTACRUZ,NARIÑO,65.54,97161,CARURÚ,VAUPÉS,60.00
CUCUNUBA CUNDINAMRCA,CUCUNUBA CUNDINAMRCA,CUCUNUBA CUNDINAMRCA,CUCUNUBA CUNDINAMRCA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25224,CUCUNUBÁ,CUNDINAMARCA,57.14,73124,CAJAMARCA,TOLIMA,48.28,27810,UNIÓN PANAMERICANA,CHOCÓ,47.37
CURUMANI VALLEDUPAR,CURUMANI VALLEDUPAR,CURUMANI VALLEDUPAR,CURUMANI VALLEDUPAR,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20001,VALLEDUPAR,CESAR,68.97,20228,CURUMANÍ,CESAR,59.26,15660,SAN EDUARDO,BOYACÁ,53.33
Cabal Risaralda,CABAL RISARALDA,CABAL RISARALDA,CABAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,52227,CUMBAL,NARIÑO,72.73,25120,CABRERA,CUNDINAMARCA,66.67,68121,CABRERA,SANTANDER,66.67
Cabrera,CABRERA,CABRERA,CABRERA,,,,,,PENDIENTE,nombre oficial ambiguo sin departamento suficiente,25120,CABRERA,CUNDINAMARCA,100.00,68121,CABRERA,SANTANDER,100.00,5147,CAREPA,ANTIOQUIA,76.92
Cabrera - Stder,CABRERA STDER,CABRERA STDER,CABRERA STDER,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25120,CABRERA,CUNDINAMARCA,70.00,68121,CABRERA,SANTANDER,70.00,25154,CARMEN DE CARUPA,CUNDINAMARCA,55.17
Caicedonia Valle,CAICEDONIA VALLE,CAICEDONIA VALLE,CAICEDONIA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76122,CAICEDONIA,VALLE DEL CAUCA,76.92,5125,CAICEDO,ANTIOQUIA,60.87,68132,CALIFORNIA,SANTANDER,53.85
"Caicedonia Valle ,",CAICEDONIA VALLE,CAICEDONIA VALLE,CAICEDONIA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76122,CAICEDONIA,VALLE DEL CAUCA,76.92,5125,CAICEDO,ANTIOQUIA,60.87,68132,CALIFORNIA,SANTANDER,53.85
Cali JAMUNDÍ CAUCA,CALI JAMUNDI CAUCA,CALI JAMUNDI CAUCA,CALI JAMUNDI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76364,JAMUNDÍ,VALLE DEL CAUCA,73.68,5021,ALEJANDRÍA,ANTIOQUIA,63.64,27006,ACANDÍ,CHOCÓ,55.56
Cali Santiago de Cali,CALI SANTIAGO DE CALI,CALI SANTIAGO DE CALI,CALI SANTIAGO DE CALI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,86.49,70820,SANTIAGO DE TOLÚ,SUCRE,70.27,66682,SANTA ROSA DE CABAL,RISARALDA,65.00
Calima EL DARIEN Valle Del Cauca,CALIMA EL DARIEN VALLE DEL CAUCA,CALIMA EL DARIEN VALLE DEL CAUCA,CALIMA EL DARIEN,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27150,CARMEN DEL DARIÉN,CHOCÓ,78.79,76126,CALIMA,VALLE DEL CAUCA,58.55,76130,CANDELARIA,VALLE DEL CAUCA,57.85
Calima El Darién ( Valle del Cauca ),CALIMA EL DARIEN VALLE DEL CAUCA,CALIMA EL DARIEN VALLE DEL CAUCA,CALIMA EL DARIEN,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27150,CARMEN DEL DARIÉN,CHOCÓ,78.79,76126,CALIMA,VALLE DEL CAUCA,58.55,76130,CANDELARIA,VALLE DEL CAUCA,57.85
"Calima El Darién - Valle del Cauca ,",CALIMA EL DARIEN VALLE DEL CAUCA,CALIMA EL DARIEN VALLE DEL CAUCA,CALIMA EL DARIEN,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27150,CARMEN DEL DARIÉN,CHOCÓ,78.79,76126,CALIMA,VALLE DEL CAUCA,58.55,76130,CANDELARIA,VALLE DEL CAUCA,57.85
Calima El Darién Valle,CALIMA EL DARIEN VALLE,CALIMA EL DARIEN VALLE,CALIMA EL DARIEN VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27150,CARMEN DEL DARIÉN,CHOCÓ,66.67,8520,PALMAR DE VARELA,ATLÁNTICO,57.89,5148,EL CARMEN DE VIBORAL,ANTIOQUIA,52.38
Candelaria ( V,CANDELARIA V,CANDELARIA V,CANDELARIA V,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8141,CANDELARIA,ATLÁNTICO,90.91,76130,CANDELARIA,VALLE DEL CAUCA,90.91,63130,CALARCÁ,QUINDÍO,63.16
Candelaria Valle,CANDELARIA VALLE,CANDELARIA VALLE,CANDELARIA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8141,CANDELARIA,ATLÁNTICO,76.92,76130,CANDELARIA,VALLE DEL CAUCA,76.92,27150,CARMEN DEL DARIÉN,CHOCÓ,60.61
Carmen  de Bolivar,CARMEN DE BOLIVAR,CARMEN DE BOLIVAR,CARMEN DE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25154,CARMEN DE CARUPA,CUNDINAMARCA,72.00,73148,CARMEN DE APICALÁ,TOLIMA,69.23,27150,CARMEN DEL DARIÉN,CHOCÓ,69.23
Carmen del Bolivar,CARMEN DEL BOLIVAR,CARMEN DEL BOLIVAR,CARMEN DEL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73148,CARMEN DE APICALÁ,TOLIMA,74.07,27150,CARMEN DEL DARIÉN,CHOCÓ,74.07,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,70.67
Carolina del Principe - Colombia,CAROLINA DEL PRINCIPE COLOMBIA,CAROLINA DEL PRINCIPE COLOMBIA,CAROLINA DEL PRINCIPE COLOMBIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,53.06,27150,CARMEN DEL DARIÉN,CHOCÓ,51.06,13667,SAN MARTÍN DE LOBA,BOLÍVAR,50.00
"Carolina del Principe, Antioquia",CAROLINA DEL PRINCIPE ANTIOQUIA,CAROLINA DEL PRINCIPE ANTIOQUIA,CAROLINA DEL PRINCIPE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27150,CARMEN DEL DARIÉN,CHOCÓ,63.16,13001,CARTAGENA DE INDIAS,BOLÍVAR,60.00,5150,CAROLINA,ANTIOQUIA,59.17
Carolina del Príncipe,CAROLINA DEL PRINCIPE,CAROLINA DEL PRINCIPE,CAROLINA DEL PRINCIPE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27150,CARMEN DEL DARIÉN,CHOCÓ,63.16,13001,CARTAGENA DE INDIAS,BOLÍVAR,60.00,70742,SAN LUIS DE SINCÉ,SUCRE,57.89
Carolina del Príncipe - Antioquia,CAROLINA DEL PRINCIPE ANTIOQUIA,CAROLINA DEL PRINCIPE ANTIOQUIA,CAROLINA DEL PRINCIPE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27150,CARMEN DEL DARIÉN,CHOCÓ,63.16,13001,CARTAGENA DE INDIAS,BOLÍVAR,60.00,5150,CAROLINA,ANTIOQUIA,59.17
Carolina del Príncipe- Antioquia,CAROLINA DEL PRINCIPE ANTIOQUIA,CAROLINA DEL PRINCIPE ANTIOQUIA,CAROLINA DEL PRINCIPE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27150,CARMEN DEL DARIÉN,CHOCÓ,63.16,13001,CARTAGENA DE INDIAS,BOLÍVAR,60.00,5150,CAROLINA,ANTIOQUIA,59.17
"Carolina del Príncipe- Antioquia ,",CAROLINA DEL PRINCIPE ANTIOQUIA,CAROLINA DEL PRINCIPE ANTIOQUIA,CAROLINA DEL PRINCIPE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27150,CARMEN DEL DARIÉN,CHOCÓ,63.16,13001,CARTAGENA DE INDIAS,BOLÍVAR,60.00,5150,CAROLINA,ANTIOQUIA,59.17
