"DM_INSTITUCION_COD_INSTITUCION","NOMBRE","CCB_NIT_INST","ORDEN","SUBORDEN","NIVEL_INSTITUCION","CLASIFICACION_ORGANICA","SECTOR","NATURALEZA_JURIDICA","TIPO_INSTITUCION","IDMUNICIPIO","MUNICIPIO","IDDEPARTAMENTO","DEPARTAMENTO","DIRECCION","FAX","EMAIL","CCB_TELEFONO","CCB_PAGINA_WEB","LONGITUD","LATITUD","ESTADO_INS","NOMBRE_REPRESENTANTE","CARGO_REPRESENTANTE"
"6041","PERSONERIA DE UBAQUE","800095568","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","841","UBAQUE","25","CUNDINAMARCA","{""bis"":false,""complemento"":""Casa de gobierno municipal Ubaque, segundo piso "",""direccionGenerada"":""Casa de gobierno municipal Ubaque, segundo piso""}","8487002",,"8487002","NO DISPONIBLE","-73,93468","4,482842","ACTIVA",,
"5283","PERSONERIA DE LA SALINA","800103657","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","136","LA SALINA","85","CASANARE","{""bis"":false,""complemento"":""LA SALINA, CENTRO "",""direccionGenerada"":""LA SALINA, CENTRO""}","6361192",,"3142985305","NO DISPONIBLE","-72,334162","6,127979","ACTIVA",,
"4893","PERSONERIA DE COPER","891801363","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","212","COPER","15","BOYACÁ","{""bis"":false,""complemento"":""CARRERA 2 # 4 61 PARQUE PRINCIPAL "",""direccionGenerada"":""CARRERA 2 # 4 61 PARQUE PRINCIPAL""}","7266246",,"7265646","NO DISPONIBLE","-74,044977","5,47526","ACTIVA",,
"5441","PERSONERIA DE SAN FRANCISCO","899999173","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","658","SAN FRANCISCO","25","CUNDINAMARCA","{""bis"":false,""complemento"":""calle 5 No. 6-63 Supatá Cundinamarca "",""direccionGenerada"":""calle 5 No. 6-63 Supatá Cundinamarca""}","8478888",,"8479637","NO DISPONIBLE","-74,291386","4,974252","ACTIVA",,
"5445","PERSONERIA DE CUCUTA","800192434","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","1","SAN JOSÉ DE CÚCUTA","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":""calle 11 N° 5-49 Palacio Municipal of  202 "",""direccionGenerada"":""calle 11 N° 5-49 Palacio Municipal of  202""}","5831535",,"5716080","NO DISPONIBLE","-72,49669","7,889097","ACTIVA",,
"5628","PERSONERIA DE GUACHETA","899999362","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","317","GUACHETÁ","25","CUNDINAMARCA","{""bis"":false,""complemento"":""Calle 5 No 2-74 Casa de la Cultura "",""direccionGenerada"":""Calle 5 No 2-74 Casa de la Cultura""}","8556191",,"8556390","NO DISPONIBLE","-73,686939","5,383675","ACTIVA",,
"5080","PERSONERIA DE ALVARADO","809003623","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","26","ALVARADO","73","TOLIMA","{""bis"":false,""complemento"":""Carrera 3 calle 4 Parque principal "",""direccionGenerada"":""Carrera 3 calle 4 Parque principal""}","2820116",,"2820108","NO DISPONIBLE","-74,953211","4,566843","ACTIVA",,
"5977","PERSONERIA DE SIMIJACA","899999384","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","745","SIMIJACA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""Calle 7 No 7-42 interior Piso 2º "",""direccionGenerada"":""Calle 7 No 7-42 interior Piso 2º""}","8555117",,"8555119","NO DISPONIBLE","-73,851971","5,503838","ACTIVA",,
"5555","PERSONERIA DE HATO","890210438","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","344","HATO","68","SANTANDER","{""bis"":false,""complemento"":""PALACIO MUNICIPAL HATO SANTANDER "",""direccionGenerada"":""PALACIO MUNICIPAL HATO SANTANDER""}","7248711",,"7248711","NO DISPONIBLE","-73,308154","6,544078","ACTIVA",,
"5351","PERSONERIA DE ONZAGA","890208148","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","502","ONZAGA","68","SANTANDER","{""bis"":false,""complemento"":""Cra 3 Nº 3 - 13 "",""direccionGenerada"":""Cra 3 Nº 3 - 13""}","7217779",,"7217569","NO DISPONIBLE","-72,814792","6,343847","ACTIVA",,
"5355","PERSONERIA DE OTANCHE","891801362","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","507","OTANCHE","15","BOYACÁ","{""bis"":false,""complemento"":""Cra. 6 No. 3-30 edificio municipal "",""direccionGenerada"":""Cra. 6 No. 3-30 edificio municipal""}","7259190",,"7259750","NO DISPONIBLE","-74,181142","5,658514","ACTIVA",,
"5795","PERSONERIA DE PATIA(EL BORDO)","891502194","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","532","PATÍA","19","CAUCA","{""bis"":false,""complemento"":""CARRERA 3 No. 4-63 "",""direccionGenerada"":""CARRERA 3 No. 4-63""}","8262090",,"8262090","NO DISPONIBLE","-77,053095","2,069301","ACTIVA",,
"6028","PERSONERIA DE TOLEDO",,"TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","819","TOLEDO","5","ANTIOQUIA","{""bis"":false,""complemento"":""Carrera 10 # 10-30 Palacio Municipal Segundo Piso "",""direccionGenerada"":""Carrera 10 # 10-30 Palacio Municipal Segundo Piso""}","8619035",,"8619035","NO DISPONIBLE","-75,692104","7,010177","ACTIVA",,
"6043","PERSONERIA DE UMBITA",,"TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","842","ÚMBITA","15","BOYACÁ","{""bis"":false,""complemento"":""Calle 6 No. 5 - 92 Centro "",""direccionGenerada"":""Calle 6 No. 5 - 92 Centro""}","7305000",,"7305003","NO DISPONIBLE","-73,456773","5,218218","ACTIVA",,
"5636","PERSONERIA DE GUATAVITA","899999395","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","326","GUATAVITA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""PALACIO MUNICIPAL GUATAVITA "",""direccionGenerada"":""PALACIO MUNICIPAL GUATAVITA""}","8577069",,"8577292","NO DISPONIBLE","-73,833644","4,934487","ACTIVA",,
"6073","PERSONERIA DE VILLAPINZON",,"TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","873","VILLAPINZÓN","25","CUNDINAMARCA","{""bis"":false,""complemento"":""cra 5 n. 4 - 33 piso 1 oficina 107 "",""direccionGenerada"":""cra 5 n. 4 - 33 piso 1 oficina 107""}","8565258",,"8565258","NO DISPONIBLE","-73,594625","5,215209","ACTIVA",,
"4937","PERSONERIA DE ANSERMANUEVO","800100532","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","41","ANSERMANUEVO","76","VALLE DEL CAUCA","{""bis"":false,""complemento"":""carrera 4 No. 7-09 "",""direccionGenerada"":""carrera 4 No. 7-09""}","2052418",,"2052183","NO DISPONIBLE","-76,12129035","4,727096136","ACTIVA",,
"5257","PERSONERIA DE GUAVATA","890210945","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","324","GUAVATÁ","68","SANTANDER","{""bis"":false,""complemento"":""PALACIO MUNICIPAL  GUAVATA "",""direccionGenerada"":""PALACIO MUNICIPAL  GUAVATA""}","7527062",,"7527110","NO DISPONIBLE","-73,701641","5,955225","ACTIVA",,
"5460","PERSONERIA DE MARIQUITA","809002830","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","443","SAN SEBASTIÁN DE MARIQUITA","73","TOLIMA","{""bis"":false,""complemento"":""Calle 4 Carrera 3 esquina Palacio Municipal el Mangostino "",""direccionGenerada"":""Calle 4 Carrera 3 esquina Palacio Municipal el Mangostino""}","2522903",,"2522903","NO DISPONIBLE","-74,886835","5,199505","ACTIVA",,
"5713","PERSONERIA DE MACARAVITA","890210947","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","425","MACARAVITA","68","SANTANDER","{""bis"":false,""complemento"":""carrera 3 No. 3-38 "",""direccionGenerada"":""carrera 3 No. 3-38""}","6607668",,"6607668","NO DISPONIBLE","-72,59259","6,50614","ACTIVA",,
"5087","PERSONERIA DE AQUITANIA","800077545","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","47","AQUITANIA","15","BOYACÁ","{""numero"":""6"",""bis"":false,""segundoNumero"":""6"",""tercerNumero"":""45"",""complemento"":""CALLE 6 N  # 6 45 "",""direccionGenerada"":""CALLE 6 N 6  45  ""}","7794118",,"7794849","NO DISPONIBLE","-72,884198","5,519714","ACTIVA",,
"5434","PERSONERIA DE SAN BERNARDO","800093437","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","649","SAN BERNARDO","25","CUNDINAMARCA","{""bis"":false,""complemento"":""calle 4 nº 6-02 piso 3 "",""direccionGenerada"":""calle 4 nº 6-02 piso 3""}","8680010",,"8680061","NO DISPONIBLE","-74,421566","4,179444","ACTIVA",,
"4900","PERSONERIA DE PARAMO","800099819","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","533","PÁRAMO","68","SANTANDER","{""bis"":false,""complemento"":""palacio Municipal  paramo santander "",""direccionGenerada"":""palacio Municipal  paramo santander""}","7258910",,"3176416303","NO DISPONIBLE","-73,170777","6,416886","ACTIVA",,
"5787","PERSONERIA DE PALMAR","800099818","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","522","PALMAR","68","SANTANDER","{""bis"":false,""complemento"":""Calle 5 # 3-31 "",""direccionGenerada"":""Calle 5 # 3-31""}","7248531",,"7248531","NO DISPONIBLE","-73,291148","6,538796","ACTIVA",,
"5077","PERSONERIA DE ALMAGUER","891502664","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","22","ALMAGUER","19","CAUCA","{""bis"":false,""complemento"":""CAM PARQUE MUNICIPAL "",""direccionGenerada"":""CAM PARQUE MUNICIPAL""}","8267521",,"8267750","NO DISPONIBLE","-76,854839","1,914182","ACTIVA",,
"5780","PERSONERIA DE PACHAVITA","800028461","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","511","PACHAVITA","15","BOYACÁ","{""bis"":false,""complemento"":""carrera 2 No. 2 1 38 "",""direccionGenerada"":""carrera 2 No. 2 1 38""}","7592012",,"7592012","NO DISPONIBLE","-73,397147","5,139941","ACTIVA",,
"5456","PERSONERIA DE SAN PABLO -- SAN PABLO, NARIÑO","814006812","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","693","SAN PABLO","52","NARIÑO","{""bis"":false,""complemento"":""Calle 5 con carrera 3, Palacio Municipal "",""direccionGenerada"":""Calle 5 con carrera 3, Palacio Municipal""}","7285002",,"7285002","NO DISPONIBLE","-77,012855","1,669165","ACTIVA",,
"6051","PERSONERIA DE USIACURI",,"TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","849","USIACURÍ","8","ATLÁNTICO","{""bis"":false,""complemento"":""Calle 14 Nº 15 - 16 "",""direccionGenerada"":""Calle 14 Nº 15 - 16""}","8755525",,"8755525","NO DISPONIBLE","-74,976528","10,741163","ACTIVA",,
"5427","PERSONERIA DE SAMACA","800016757","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","646","SAMACÁ","15","BOYACÁ","{""bis"":false,""complemento"":""PALACIO MUNICIPAL SAMACA "",""direccionGenerada"":""PALACIO MUNICIPAL SAMACA""}","7372901",,"7372365","NO DISPONIBLE","-73,486159","5,492342","ACTIVA",,
"4904","PERSONERIA DE MACHETA","899999401","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","426","MACHETÁ","25","CUNDINAMARCA","{""bis"":false,""complemento"":""PALACIO MUNICIPAL MACHETA "",""direccionGenerada"":""PALACIO MUNICIPAL MACHETA""}","8569250",,"8569254","NO DISPONIBLE","-73,608052","5,081006","ACTIVA",,
"5972","PERSONERIA DE SATIVANORTE","800050791","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","720","SATIVANORTE","15","BOYACÁ","{""bis"":false,""complemento"":""PALACIO MUNICIPAL "",""direccionGenerada"":""PALACIO MUNICIPAL""}","7898139",,"7898144","NO DISPONIBLE","-72,708125","6,131271","ACTIVA",,
"6030","PERSONERIA DE TOLUVIEJO","823002530","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","823","SAN JOSÉ DE TOLUVIEJO","70","SUCRE","{""bis"":false,""complemento"":""Diagonal 2 N 6 - 12 calle real Toluviejo - Sucre "",""direccionGenerada"":""Diagonal 2 N 6 - 12 calle real Toluviejo - Sucre""}","2949904",,"2949904","NO DISPONIBLE","-75,439135","9,452849","ACTIVA",,
"5640","PERSONERIA DE GUTIERREZ","800094704","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","339","GUTIÉRREZ","25","CUNDINAMARCA","{""bis"":false,""complemento"":""CALLE 5 NO. 4-20 "",""direccionGenerada"":""CALLE 5 NO. 4-20""}","8489006",,"8489006","NO DISPONIBLE","-74,002767","4,255066","ACTIVA",,
"5304","PERSONERIA DE LOS SANTOS","890204537","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","418","LOS SANTOS","68","SANTANDER","{""bis"":false,""complemento"":""Carrera 7a. No. 2 - 22 Palacio Municipal 2o. Piso "",""direccionGenerada"":""Carrera 7a. No. 2 - 22 Palacio Municipal 2o. Piso""}","7269650",,"7269650","NO DISPONIBLE","-73,102305","6,755734","ACTIVA",,
"4916","PERSONERIA DE AGUADAS","890801132","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","13","AGUADAS","17","CALDAS","{""bis"":false,""complemento"":""Alcaldia Municipal Calle 6  5 - 23 "",""direccionGenerada"":""Alcaldia Municipal Calle 6  5 - 23""}","8514480",,"8514478","NO DISPONIBLE","-73,453135","5,608334","ACTIVA",,
"4917","PERSONERIA DE ALBAN -- ALBAN, CUNDINAMARCA","899999450","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","19","ALBÁN","25","CUNDINAMARCA","{""bis"":false,""complemento"":""alcaldia Muncipal "",""direccionGenerada"":""alcaldia Muncipal""}","8469213",,"8469027","NO DISPONIBLE","-74,437772","4,876248","ACTIVA",,
"4922","PERSONERIA DE ALEJANDRIA","890983701","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","21","ALEJANDRÍA","5","ANTIOQUIA","{""bis"":false,""complemento"":""CL 58 CR 47 - 6 (INTERIOR 301) "",""direccionGenerada"":""CL 58 CR 47 - 6 (INTERIOR 301)""}","3814349",,"3122709583","NO DISPONIBLE","-75,141637","6,37488","ACTIVA",,
"6066","PERSONERIA DE VIGIA DEL FUERTE",,"TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","873","VIGÍA DEL FUERTE","5","ANTIOQUIA","{""bis"":false,""complemento"":""Cll 18 # 2 -02 barrio Fatima "",""direccionGenerada"":""Cll 18 # 2 -02 barrio Fatima""}","8678080",,"8678080","NO DISPONIBLE","-76,896236","6,588582","ACTIVA",,
"5975","PERSONERIA DE SILVANIA","890680437","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","743","SILVANIA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""Alcaldia Municipal "",""direccionGenerada"":""Alcaldia Municipal""}","91684055",,,"NO DISPONIBLE","-74,396782","4,39078","ACTIVA",,
"5651","PERSONERIA DE ICONONZO","800100059","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","352","ICONONZO","73","TOLIMA","{""bis"":false,""complemento"":""Carrera 6a  5 - 67 "",""direccionGenerada"":""Carrera 6a  5 - 67""}","8682074",,"8682060","NO DISPONIBLE","-74,531723","4,17645","ACTIVA",,
"5391","PERSONERIA DE PUERTO GAITAN","822002156","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","568","PUERTO GAITÁN","50","META","{""bis"":false,""complemento"":""Calle 6 No. 8-58 Barrio Villa Ortíz - Palacio Municipal Piso 2 "",""direccionGenerada"":""Calle 6 No. 8-58 Barrio Villa Ortíz - Palacio Municipal Piso 2""}","6460274",,"6460050","NO DISPONIBLE","-72,083573","4,312977","ACTIVA",,
"5093","PERSONERIA DE ARGELIA -- ARGELIA, ANTIOQUIA","890981786","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","55","ARGELIA","5","ANTIOQUIA","{""numero"":""30"",""bis"":false,""segundoNumero"":""30"",""tercerNumero"":""20"",""complemento"":""CARRERA 30  # 30 20 Oficina 216 "",""direccionGenerada"":""CARRERA 30   30  20 Oficina 216""}","8650106",,"8650077","NO DISPONIBLE","-75,142186","5,730859","ACTIVA",,
"5109","PERSONERIA DE BETULIA","890982321","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","93","BETULIA","5","ANTIOQUIA","{""bis"":false,""complemento"":""CARRERA 20 NRO 20-14  "",""direccionGenerada"":""CARRERA 20 NRO 20-14""}","8436690",,"8436690","NO DISPONIBLE","-75,98467","6,11278","ACTIVA",,
"5462","PERSONERIA DE SANDONA","814002133","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","683","SANDONÁ","52","NARIÑO","{""bis"":false,""complemento"":""Cra 5ª No.6-47 BARRIO COMERCIO "",""direccionGenerada"":""Cra 5ª No.6-47 BARRIO COMERCIO""}","7287221",,"7287221","NO DISPONIBLE","-77,472045","1,28326","ACTIVA",,
"5983","PERSONERIA DE SOCOTA","800026911","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","755","SOCOTÁ","15","BOYACÁ","{""bis"":false,""complemento"":""PALACIO MUNICIPAL - PARQUE CENTRAL "",""direccionGenerada"":""PALACIO MUNICIPAL - PARQUE CENTRAL""}","7820118",,"7820088","NO DISPONIBLE","-72,636498","6,041521","ACTIVA",,
"6053","PERSONERIA DE VALENCIA","812002345","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","855","VALENCIA","23","CÓRDOBA","{""bis"":false,""complemento"":""Carrera 15 Calle 11 - Palacio Municipal "",""direccionGenerada"":""Carrera 15 Calle 11 - Palacio Municipal""}","7773071",,"7773071","NO DISPONIBLE","-76,147936","8,256787","ACTIVA",,
"5637","PERSONERIA DE GUAYABAL DE SIQUIMA","800094685","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","328","GUAYABAL DE SÍQUIMA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""Calle 3 No 4-05 "",""direccionGenerada"":""Calle 3 No 4-05""}","8463777",,"3118286286","NO DISPONIBLE","-74,467283","4,878323","ACTIVA",,
"5457","PERSONERIA DE SAN PABLO DE BORBUR","820000522","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","681","SAN PABLO DE BORBUR","15","BOYACÁ","{""bis"":false,""complemento"":""Carrera 2 No. 2 - 06 Piso 2 "",""direccionGenerada"":""Carrera 2 No. 2 - 06 Piso 2""}","7258111",,"7258111","NO DISPONIBLE","-74,06978","5,65182","ACTIVA",,
"5804","PERSONERIA DE PIENDAMO","891500856","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","548","PIENDAMÓ - TUNÍA","19","CAUCA","{""bis"":false,""complemento"":""Carrera 5 Nª 9-93 Edifico C.A.M "",""direccionGenerada"":""Carrera 5 Nª 9-93 Edifico C.A.M""}","8250099",,"8250099","NO DISPONIBLE","-76,533951","2,640978","ACTIVA",,
"4996","PERSONERIA DE CALDONO","891501723","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","137","CALDONO","19","CAUCA","{""bis"":false,""complemento"":""Centro Administrativo Municipal -Caldono Cauca-. "",""direccionGenerada"":""Centro Administrativo Municipal -Caldono Cauca-.""}","8473501",,"8473501","NO DISPONIBLE","-76,48577","2,796679","ACTIVA",,
"5725","PERSONERIA DE MANTA","800094711","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","436","MANTA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""carrera 6 N° 2 - 27 palacio municipal "",""direccionGenerada"":""carrera 6 N° 2 - 27 palacio municipal""}","8567780",,"3138519621","NO DISPONIBLE","-73,539987","5,009444","ACTIVA",,
"5247","PERSONERIA DE GUASCA","899999442","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","322","GUASCA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""Calle 4 No. 3 - 48 "",""direccionGenerada"":""Calle 4 No. 3 - 48""}","8573233",,"8573699","NO DISPONIBLE","-73,877402","4,867236","ACTIVA",,
"5589","PERSONERIA DE EL PLAYON","890208199","TERRITORIAL","MUNICIPAL","NO APLICA","ORGANOS DE CONTROL","NO APLICA","PERSONERÍA MUNICIPAL","NO APLICA","255","EL PLAYÓN","68","SANTANDER","{""bis"":false,""complemento"":""Carrera 5 N° 12-41 "",""direccionGenerada"":""Carrera 5 N° 12-41""}","6292064",,"6292034","NO DISPONIBLE","-73,203211","7,470498","ACTIVA",,
"6108","EMPRESA DE DESARROLLO TERRITORIAL URBANO Y RURAL DE RISARALDA","900118630","TERRITORIAL","DEPARTAMENTAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO","ADSCRITAS","1","PEREIRA","66","RISARALDA","{""bis"":false,""complemento"":""Cra 7a No 23-60 "",""direccionGenerada"":""Cra 7a No 23-60""}","3116533",,"3116533","NO DISPONIBLE","-75,690601","4,808717","ACTIVA",,
"4851","LOTERIA DE CORDOBA","891080004","TERRITORIAL","DEPARTAMENTAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO","VINCULADAS","1","MONTERÍA","23","CÓRDOBA","{""bis"":false,""complemento"":""Carrera   4a   29 - 27 "",""direccionGenerada"":""Carrera   4a   29 - 27""}","7825524",,"7825524","NO DISPONIBLE","-75,878535","8,750983","ACTIVA",,
"4849","LOTERIA DE BOLIVAR LA MILLONARIA DEL CARIBE","900221461","TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO","VINCULADAS","1","CARTAGENA DE INDIAS","13","BOLÍVAR","{""bis"":false,""complemento"":""Centro Avda. Venezuela  No. 8 - 20  Edif. Caja Agraria "",""direccionGenerada"":""Centro Avda. Venezuela  No. 8 - 20  Edif. Caja Agraria""}","6640842",,"6640842","NO DISPONIBLE","-75,479426","10,391049","ACTIVA",,
"6172","TERMINAL DE TRANSPORTES DE BUENAVENTURA","800248261","TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","SOCIEDAD DE ECONOMÍA MIXTA","VINCULADAS","109","BUENAVENTURA","76","VALLE DEL CAUCA","{""bis"":false,""complemento"":""cra 56b No. 4 - 20 B. grancolombiana  "",""direccionGenerada"":""cra 56b No. 4 - 20 B. grancolombiana""}","2422212",,"2400288","NO DISPONIBLE","-77,019721","3,883047","ACTIVA",,
"4218","EMPRESA DEPARTAMENTAL DE JUEGOS DE SUERTE Y AZAR","900308816","TERRITORIAL","DISTRITAL","DESCENTRALIZADO","RAMA EJECUTIVA","NO APLICA","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO","VINCULADAS","1","BARRANQUILLA","8","ATLÁNTICO","{""bis"":false,""complemento"":""Calle 40 No. 45 - 46 "",""direccionGenerada"":""Calle 40 No. 45 - 46""}","3307285",,"3307123","NO DISPONIBLE","-74,806981","11,004107","ACTIVA",,
