codigo_dane,nombre,departamento,nombre_normalizado
25281,FOSCA,CUNDINAMARCA,FOSCA
25286,FUNZA,CUNDINAMARCA,FUNZA
25288,FÚQUENE,CUNDINAMARCA,FUQUENE
25290,FUSAGASUGÁ,CUNDINAMARCA,FUSAGASUGA
25293,GACHALÁ,CUNDINAMARCA,GACHALA
25295,GACHANCIPÁ,CUNDINAMARCA,GACHANCIPA
25297,GACHETÁ,CUNDINAMARCA,GACHETA
25299,GAMA,CUNDINAMARCA,GAMA
25307,GIRARDOT,CUNDINAMARCA,GIRARDOT
25312,GRANADA,CUNDINAMARCA,GRANADA
25317,GUACHETÁ,CUNDINAMARCA,GUACHETA
25320,GUADUAS,CUNDINAMARCA,GUADUAS
25322,GUASCA,CUNDINAMARCA,GUASCA
25324,GUATAQUÍ,CUNDINAMARCA,GUATAQUI
25326,GUATAVITA,CUNDINAMARCA,GUATAVITA
25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,GUAYABAL DE SIQUIMA
25335,GUAYABETAL,CUNDINAMARCA,GUAYABETAL
25339,GUTIÉRREZ,CUNDINAMARCA,GUTIERREZ
25368,JERUSALÉN,CUNDINAMARCA,JERUSALEN
25372,JUNÍN,CUNDINAMARCA,JUNIN
25377,LA CALERA,CUNDINAMARCA,LA CALERA
25386,LA MESA,CUNDINAMARCA,LA MESA
25394,LA PALMA,CUNDINAMARCA,LA PALMA
25398,LA PEÑA,CUNDINAMARCA,LA PENA
25402,LA VEGA,CUNDINAMARCA,LA VEGA
25407,LENGUAZAQUE,CUNDINAMARCA,LENGUAZAQUE
25426,MACHETÁ,CUNDINAMARCA,MACHETA
25430,MADRID,CUNDINAMARCA,MADRID
25436,MANTA,CUNDINAMARCA,MANTA
25438,MEDINA,CUNDINAMARCA,MEDINA
25473,MOSQUERA,CUNDINAMARCA,MOSQUERA
25483,NARIÑO,CUNDINAMARCA,NARINO
25486,NEMOCÓN,CUNDINAMARCA,NEMOCON
25488,NILO,CUNDINAMARCA,NILO
25489,NIMAIMA,CUNDINAMARCA,NIMAIMA
25491,NOCAIMA,CUNDINAMARCA,NOCAIMA
25506,VENECIA,CUNDINAMARCA,VENECIA
25513,PACHO,CUNDINAMARCA,PACHO
25518,PAIME,CUNDINAMARCA,PAIME
25524,PANDI,CUNDINAMARCA,PANDI
25530,PARATEBUENO,CUNDINAMARCA,PARATEBUENO
25535,PASCA,CUNDINAMARCA,PASCA
25572,PUERTO SALGAR,CUNDINAMARCA,PUERTO SALGAR
25580,PULÍ,CUNDINAMARCA,PULI
25592,QUEBRADANEGRA,CUNDINAMARCA,QUEBRADANEGRA
25594,QUETAME,CUNDINAMARCA,QUETAME
25596,QUIPILE,CUNDINAMARCA,QUIPILE
25599,APULO,CUNDINAMARCA,APULO
25612,RICAURTE,CUNDINAMARCA,RICAURTE
25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA
25649,SAN BERNARDO,CUNDINAMARCA,SAN BERNARDO
25653,SAN CAYETANO,CUNDINAMARCA,SAN CAYETANO
25658,SAN FRANCISCO,CUNDINAMARCA,SAN FRANCISCO
25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,SAN JUAN DE RIOSECO
25718,SASAIMA,CUNDINAMARCA,SASAIMA
25736,SESQUILÉ,CUNDINAMARCA,SESQUILE
25740,SIBATÉ,CUNDINAMARCA,SIBATE
25743,SILVANIA,CUNDINAMARCA,SILVANIA
25745,SIMIJACA,CUNDINAMARCA,SIMIJACA
25754,SOACHA,CUNDINAMARCA,SOACHA
25758,SOPÓ,CUNDINAMARCA,SOPO
25769,SUBACHOQUE,CUNDINAMARCA,SUBACHOQUE
25772,SUESCA,CUNDINAMARCA,SUESCA
25777,SUPATÁ,CUNDINAMARCA,SUPATA
25779,SUSA,CUNDINAMARCA,SUSA
25781,SUTATAUSA,CUNDINAMARCA,SUTATAUSA
25785,TABIO,CUNDINAMARCA,TABIO
25793,TAUSA,CUNDINAMARCA,TAUSA
25797,TENA,CUNDINAMARCA,TENA
25799,TENJO,CUNDINAMARCA,TENJO
25805,TIBACUY,CUNDINAMARCA,TIBACUY
25807,TIBIRITA,CUNDINAMARCA,TIBIRITA
25815,TOCAIMA,CUNDINAMARCA,TOCAIMA
25817,TOCANCIPÁ,CUNDINAMARCA,TOCANCIPA
25823,TOPAIPÍ,CUNDINAMARCA,TOPAIPI
25839,UBALÁ,CUNDINAMARCA,UBALA
25841,UBAQUE,CUNDINAMARCA,UBAQUE
25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE
25845,UNE,CUNDINAMARCA,UNE
25851,ÚTICA,CUNDINAMARCA,UTICA
25862,VERGARA,CUNDINAMARCA,VERGARA
25867,VIANÍ,CUNDINAMARCA,VIANI
25871,VILLAGÓMEZ,CUNDINAMARCA,VILLAGOMEZ
25873,VILLAPINZÓN,CUNDINAMARCA,VILLAPINZON
25875,VILLETA,CUNDINAMARCA,VILLETA
25878,VIOTÁ,CUNDINAMARCA,VIOTA
25885,YACOPÍ,CUNDINAMARCA,YACOPI
25898,ZIPACÓN,CUNDINAMARCA,ZIPACON
25899,ZIPAQUIRÁ,CUNDINAMARCA,ZIPAQUIRA
27001,QUIBDÓ,CHOCÓ,QUIBDO
27006,ACANDÍ,CHOCÓ,ACANDI
27025,ALTO BAUDÓ,CHOCÓ,ALTO BAUDO
27050,ATRATO,CHOCÓ,ATRATO
27073,BAGADÓ,CHOCÓ,BAGADO
27075,BAHÍA SOLANO,CHOCÓ,BAHIA SOLANO
27077,BAJO BAUDÓ,CHOCÓ,BAJO BAUDO
27099,BOJAYÁ,CHOCÓ,BOJAYA
27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,EL CANTON DEL SAN PABLO
27150,CARMEN DEL DARIÉN,CHOCÓ,CARMEN DEL DARIEN
27160,CÉRTEGUI,CHOCÓ,CERTEGUI
27205,CONDOTO,CHOCÓ,CONDOTO
27245,EL CARMEN DE ATRATO,CHOCÓ,EL CARMEN DE ATRATO
27250,EL LITORAL DEL SAN JUAN,CHOCÓ,EL LITORAL DEL SAN JUAN
27361,ISTMINA,CHOCÓ,ISTMINA
27372,JURADÓ,CHOCÓ,JURADO
27413,LLORÓ,CHOCÓ,LLORO
27425,MEDIO ATRATO,CHOCÓ,MEDIO ATRATO
27430,MEDIO BAUDÓ,CHOCÓ,MEDIO BAUDO
27450,MEDIO SAN JUAN,CHOCÓ,MEDIO SAN JUAN
27491,NÓVITA,CHOCÓ,NOVITA
27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,NUEVO BELEN DE BAJIRA
27495,NUQUÍ,CHOCÓ,NUQUI
27580,RÍO IRÓ,CHOCÓ,RIO IRO
27600,RÍO QUITO,CHOCÓ,RIO QUITO
27615,RIOSUCIO,CHOCÓ,RIOSUCIO
27660,SAN JOSÉ DEL PALMAR,CHOCÓ,SAN JOSE DEL PALMAR
27745,SIPÍ,CHOCÓ,SIPI
27787,TADÓ,CHOCÓ,TADO
27800,UNGUÍA,CHOCÓ,UNGUIA
27810,UNIÓN PANAMERICANA,CHOCÓ,UNION PANAMERICANA
41001,NEIVA,HUILA,NEIVA
41006,ACEVEDO,HUILA,ACEVEDO
41013,AGRADO,HUILA,AGRADO
41016,AIPE,HUILA,AIPE
41020,ALGECIRAS,HUILA,ALGECIRAS
41026,ALTAMIRA,HUILA,ALTAMIRA
41078,BARAYA,HUILA,BARAYA
41132,CAMPOALEGRE,HUILA,CAMPOALEGRE
41206,COLOMBIA,HUILA,COLOMBIA
41244,ELÍAS,HUILA,ELIAS
41298,GARZÓN,HUILA,GARZON
41306,GIGANTE,HUILA,GIGANTE
41319,GUADALUPE,HUILA,GUADALUPE
41349,HOBO,HUILA,HOBO
41357,ÍQUIRA,HUILA,IQUIRA
41359,ISNOS,HUILA,ISNOS
41378,LA ARGENTINA,HUILA,LA ARGENTINA
41396,LA PLATA,HUILA,LA PLATA
41483,NÁTAGA,HUILA,NATAGA
41503,OPORAPA,HUILA,OPORAPA
41518,PAICOL,HUILA,PAICOL
41524,PALERMO,HUILA,PALERMO
41530,PALESTINA,HUILA,PALESTINA
41548,PITAL,HUILA,PITAL
41551,PITALITO,HUILA,PITALITO
41615,RIVERA,HUILA,RIVERA
41660,SALADOBLANCO,HUILA,SALADOBLANCO
41668,SAN AGUSTÍN,HUILA,SAN AGUSTIN
41676,SANTA MARÍA,HUILA,SANTA MARIA
41770,SUAZA,HUILA,SUAZA
41791,TARQUI,HUILA,TARQUI
41797,TESALIA,HUILA,TESALIA
41799,TELLO,HUILA,TELLO
41801,TERUEL,HUILA,TERUEL
41807,TIMANÁ,HUILA,TIMANA
41872,VILLAVIEJA,HUILA,VILLAVIEJA
41885,YAGUARÁ,HUILA,YAGUARA
44001,RIOHACHA,LA GUAJIRA,RIOHACHA
44035,ALBANIA,LA GUAJIRA,ALBANIA
44078,BARRANCAS,LA GUAJIRA,BARRANCAS
44090,DIBULLA,LA GUAJIRA,DIBULLA
44098,DISTRACCIÓN,LA GUAJIRA,DISTRACCION
44110,EL MOLINO,LA GUAJIRA,EL MOLINO
44279,FONSECA,LA GUAJIRA,FONSECA
44378,HATONUEVO,LA GUAJIRA,HATONUEVO
44420,LA JAGUA DEL PILAR,LA GUAJIRA,LA JAGUA DEL PILAR
44430,MAICAO,LA GUAJIRA,MAICAO
44560,MANAURE,LA GUAJIRA,MANAURE
44650,SAN JUAN DEL CESAR,LA GUAJIRA,SAN JUAN DEL CESAR
44847,URIBIA,LA GUAJIRA,URIBIA
44855,URUMITA,LA GUAJIRA,URUMITA
44874,VILLANUEVA,LA GUAJIRA,VILLANUEVA
47001,SANTA MARTA,MAGDALENA,SANTA MARTA
47030,ALGARROBO,MAGDALENA,ALGARROBO
47053,ARACATACA,MAGDALENA,ARACATACA
47058,ARIGUANÍ,MAGDALENA,ARIGUANI
47161,CERRO DE SAN ANTONIO,MAGDALENA,CERRO DE SAN ANTONIO
47170,CHIVOLO,MAGDALENA,CHIVOLO
47189,CIÉNAGA,MAGDALENA,CIENAGA
47205,CONCORDIA,MAGDALENA,CONCORDIA
47245,EL BANCO,MAGDALENA,EL BANCO
47258,EL PIÑÓN,MAGDALENA,EL PINON
47268,EL RETÉN,MAGDALENA,EL RETEN
47288,FUNDACIÓN,MAGDALENA,FUNDACION
47318,GUAMAL,MAGDALENA,GUAMAL
47460,NUEVA GRANADA,MAGDALENA,NUEVA GRANADA
47541,PEDRAZA,MAGDALENA,PEDRAZA
47545,PIJIÑO DEL CARMEN,MAGDALENA,PIJINO DEL CARMEN
47551,PIVIJAY,MAGDALENA,PIVIJAY
47555,PLATO,MAGDALENA,PLATO
47570,PUEBLOVIEJO,MAGDALENA,PUEBLOVIEJO
47605,REMOLINO,MAGDALENA,REMOLINO
47660,SABANAS DE SAN ÁNGEL,MAGDALENA,SABANAS DE SAN ANGEL
47675,SALAMINA,MAGDALENA,SALAMINA
47692,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA
47703,SAN ZENÓN,MAGDALENA,SAN ZENON
47707,SANTA ANA,MAGDALENA,SANTA ANA
47720,SANTA BÁRBARA DE PINTO,MAGDALENA,SANTA BARBARA DE PINTO
47745,SITIONUEVO,MAGDALENA,SITIONUEVO
47798,TENERIFE,MAGDALENA,TENERIFE
47960,ZAPAYÁN,MAGDALENA,ZAPAYAN
47980,ZONA BANANERA,MAGDALENA,ZONA BANANERA
50001,VILLAVICENCIO,META,VILLAVICENCIO
50006,ACACÍAS,META,ACACIAS
50110,BARRANCA DE UPÍA,META,BARRANCA DE UPIA
50124,CABUYARO,META,CABUYARO
50150,CASTILLA LA NUEVA,META,CASTILLA LA NUEVA
50223,CUBARRAL,META,CUBARRAL
50226,CUMARAL,META,CUMARAL
50245,EL CALVARIO,META,EL CALVARIO
50251,EL CASTILLO,META,EL CASTILLO
50270,EL DORADO,META,EL DORADO
50287,FUENTE DE ORO,META,FUENTE DE ORO
50313,GRANADA,META,GRANADA
50318,GUAMAL,META,GUAMAL
50325,MAPIRIPÁN,META,MAPIRIPAN
50330,MESETAS,META,MESETAS
50350,LA MACARENA,META,LA MACARENA
50370,URIBE,META,URIBE
50400,LEJANÍAS,META,LEJANIAS
50450,PUERTO CONCORDIA,META,PUERTO CONCORDIA
50568,PUERTO GAITÁN,META,PUERTO GAITAN
50573,PUERTO LÓPEZ,META,PUERTO LOPEZ
50577,PUERTO LLERAS,META,PUERTO LLERAS
50590,PUERTO RICO,META,PUERTO RICO
50606,RESTREPO,META,RESTREPO
50680,SAN CARLOS DE GUAROA,META,SAN CARLOS DE GUAROA
50683,SAN JUAN DE ARAMA,META,SAN JUAN DE ARAMA
50686,SAN JUANITO,META,SAN JUANITO
50689,SAN MARTÍN,META,SAN MARTIN
50711,VISTAHERMOSA,META,VISTAHERMOSA
52001,PASTO,NARIÑO,PASTO
52019,ALBÁN,NARIÑO,ALBAN
52022,ALDANA,NARIÑO,ALDANA
52036,ANCUYA,NARIÑO,ANCUYA
52051,ARBOLEDA,NARIÑO,ARBOLEDA
52079,BARBACOAS,NARIÑO,BARBACOAS
52083,BELÉN,NARIÑO,BELEN
52110,BUESACO,NARIÑO,BUESACO
52203,COLÓN,NARIÑO,COLON
52207,CONSACÁ,NARIÑO,CONSACA
52210,CONTADERO,NARIÑO,CONTADERO
52215,CÓRDOBA,NARIÑO,CORDOBA
52224,CUASPUD CARLOSAMA,NARIÑO,CUASPUD CARLOSAMA
52227,CUMBAL,NARIÑO,CUMBAL
52233,CUMBITARA,NARIÑO,CUMBITARA
52240,CHACHAGÜÍ,NARIÑO,CHACHAGUI
52250,EL CHARCO,NARIÑO,EL CHARCO
52254,EL PEÑOL,NARIÑO,EL PENOL
52256,EL ROSARIO,NARIÑO,EL ROSARIO
52258,EL TABLÓN DE GÓMEZ,NARIÑO,EL TABLON DE GOMEZ
52260,EL TAMBO,NARIÑO,EL TAMBO
52287,FUNES,NARIÑO,FUNES
52317,GUACHUCAL,NARIÑO,GUACHUCAL
52320,GUAITARILLA,NARIÑO,GUAITARILLA
52323,GUALMATÁN,NARIÑO,GUALMATAN
52352,ILES,NARIÑO,ILES
52354,IMUÉS,NARIÑO,IMUES
52356,IPIALES,NARIÑO,IPIALES
52378,LA CRUZ,NARIÑO,LA CRUZ
52381,LA FLORIDA,NARIÑO,LA FLORIDA
52385,LA LLANADA,NARIÑO,LA LLANADA
52390,LA TOLA,NARIÑO,LA TOLA
52399,LA UNIÓN,NARIÑO,LA UNION
52405,LEIVA,NARIÑO,LEIVA
52411,LINARES,NARIÑO,LINARES
52418,LOS ANDES,NARIÑO,LOS ANDES
52427,MAGÜÍ,NARIÑO,MAGUI
52435,MALLAMA,NARIÑO,MALLAMA
52473,MOSQUERA,NARIÑO,MOSQUERA
52480,NARIÑO,NARIÑO,NARINO
52490,OLAYA HERRERA,NARIÑO,OLAYA HERRERA
52506,OSPINA,NARIÑO,OSPINA
52520,FRANCISCO PIZARRO,NARIÑO,FRANCISCO PIZARRO
52540,POLICARPA,NARIÑO,POLICARPA
52560,POTOSÍ,NARIÑO,POTOSI
52565,PROVIDENCIA,NARIÑO,PROVIDENCIA
52573,PUERRES,NARIÑO,PUERRES
52585,PUPIALES,NARIÑO,PUPIALES
52612,RICAURTE,NARIÑO,RICAURTE
52621,ROBERTO PAYÁN,NARIÑO,ROBERTO PAYAN
52678,SAMANIEGO,NARIÑO,SAMANIEGO
52683,SANDONÁ,NARIÑO,SANDONA
52685,SAN BERNARDO,NARIÑO,SAN BERNARDO
52687,SAN LORENZO,NARIÑO,SAN LORENZO
52693,SAN PABLO,NARIÑO,SAN PABLO
52694,SAN PEDRO DE CARTAGO,NARIÑO,SAN PEDRO DE CARTAGO
52696,SANTA BÁRBARA,NARIÑO,SANTA BARBARA
52699,SANTACRUZ,NARIÑO,SANTACRUZ
52720,SAPUYES,NARIÑO,SAPUYES
52786,TAMINANGO,NARIÑO,TAMINANGO
52788,TANGUA,NARIÑO,TANGUA
52835,SAN ANDRÉS DE TUMACO,NARIÑO,SAN ANDRES DE TUMACO
52838,TÚQUERRES,NARIÑO,TUQUERRES
52885,YACUANQUER,NARIÑO,YACUANQUER
54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,SAN JOSE DE CUCUTA
54003,ÁBREGO,NORTE DE SANTANDER,ABREGO
54051,ARBOLEDAS,NORTE DE SANTANDER,ARBOLEDAS
54099,BOCHALEMA,NORTE DE SANTANDER,BOCHALEMA
54109,BUCARASICA,NORTE DE SANTANDER,BUCARASICA
54125,CÁCOTA,NORTE DE SANTANDER,CACOTA
54128,CÁCHIRA,NORTE DE SANTANDER,CACHIRA
54172,CHINÁCOTA,NORTE DE SANTANDER,CHINACOTA
54174,CHITAGÁ,NORTE DE SANTANDER,CHITAGA
54206,CONVENCIÓN,NORTE DE SANTANDER,CONVENCION
54223,CUCUTILLA,NORTE DE SANTANDER,CUCUTILLA
54239,DURANIA,NORTE DE SANTANDER,DURANIA
54245,EL CARMEN,NORTE DE SANTANDER,EL CARMEN
54250,EL TARRA,NORTE DE SANTANDER,EL TARRA
54261,EL ZULIA,NORTE DE SANTANDER,EL ZULIA
54313,GRAMALOTE,NORTE DE SANTANDER,GRAMALOTE
54344,HACARÍ,NORTE DE SANTANDER,HACARI
54347,HERRÁN,NORTE DE SANTANDER,HERRAN
54377,LABATECA,NORTE DE SANTANDER,LABATECA
54385,LA ESPERANZA,NORTE DE SANTANDER,LA ESPERANZA
54398,LA PLAYA,NORTE DE SANTANDER,LA PLAYA
54405,LOS PATIOS,NORTE DE SANTANDER,LOS PATIOS
54418,LOURDES,NORTE DE SANTANDER,LOURDES
54480,MUTISCUA,NORTE DE SANTANDER,MUTISCUA
54498,OCAÑA,NORTE DE SANTANDER,OCANA
54518,PAMPLONA,NORTE DE SANTANDER,PAMPLONA
54520,PAMPLONITA,NORTE DE SANTANDER,PAMPLONITA
54553,PUERTO SANTANDER,NORTE DE SANTANDER,PUERTO SANTANDER
54599,RAGONVALIA,NORTE DE SANTANDER,RAGONVALIA
54660,SALAZAR,NORTE DE SANTANDER,SALAZAR
54670,SAN CALIXTO,NORTE DE SANTANDER,SAN CALIXTO
54673,SAN CAYETANO,NORTE DE SANTANDER,SAN CAYETANO
54680,SANTIAGO,NORTE DE SANTANDER,SANTIAGO
54720,SARDINATA,NORTE DE SANTANDER,SARDINATA
54743,SILOS,NORTE DE SANTANDER,SILOS
54800,TEORAMA,NORTE DE SANTANDER,TEORAMA
54810,TIBÚ,NORTE DE SANTANDER,TIBU
54820,TOLEDO,NORTE DE SANTANDER,TOLEDO
54871,VILLA CARO,NORTE DE SANTANDER,VILLA CARO
54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,VILLA DEL ROSARIO
63001,ARMENIA,QUINDÍO,ARMENIA
63111,BUENAVISTA,QUINDÍO,BUENAVISTA
63130,CALARCÁ,QUINDÍO,CALARCA
63190,CIRCASIA,QUINDÍO,CIRCASIA
63212,CÓRDOBA,QUINDÍO,CORDOBA
63272,FILANDIA,QUINDÍO,FILANDIA
63302,GÉNOVA,QUINDÍO,GENOVA
63401,LA TEBAIDA,QUINDÍO,LA TEBAIDA
63470,MONTENEGRO,QUINDÍO,MONTENEGRO
63548,PIJAO,QUINDÍO,PIJAO
63594,QUIMBAYA,QUINDÍO,QUIMBAYA
63690,SALENTO,QUINDÍO,SALENTO
66001,PEREIRA,RISARALDA,PEREIRA
66045,APÍA,RISARALDA,APIA
66075,BALBOA,RISARALDA,BALBOA
66088,BELÉN DE UMBRÍA,RISARALDA,BELEN DE UMBRIA
66170,DOSQUEBRADAS,RISARALDA,DOSQUEBRADAS
66318,GUÁTICA,RISARALDA,GUATICA
66383,LA CELIA,RISARALDA,LA CELIA
66400,LA VIRGINIA,RISARALDA,LA VIRGINIA
66440,MARSELLA,RISARALDA,MARSELLA
66456,MISTRATÓ,RISARALDA,MISTRATO
66572,PUEBLO RICO,RISARALDA,PUEBLO RICO
66594,QUINCHÍA,RISARALDA,QUINCHIA
66682,SANTA ROSA DE CABAL,RISARALDA,SANTA ROSA DE CABAL
66687,SANTUARIO,RISARALDA,SANTUARIO
68001,BUCARAMANGA,SANTANDER,BUCARAMANGA
68013,AGUADA,SANTANDER,AGUADA
68020,ALBANIA,SANTANDER,ALBANIA
68051,ARATOCA,SANTANDER,ARATOCA
68077,BARBOSA,SANTANDER,BARBOSA
68079,BARICHARA,SANTANDER,BARICHARA
68081,BARRANCABERMEJA,SANTANDER,BARRANCABERMEJA
68092,BETULIA,SANTANDER,BETULIA
68101,BOLÍVAR,SANTANDER,BOLIVAR
68121,CABRERA,SANTANDER,CABRERA
68132,CALIFORNIA,SANTANDER,CALIFORNIA
68147,CAPITANEJO,SANTANDER,CAPITANEJO
68152,CARCASÍ,SANTANDER,CARCASI
68160,CEPITÁ,SANTANDER,CEPITA
68162,CERRITO,SANTANDER,CERRITO
68167,CHARALÁ,SANTANDER,CHARALA
68169,CHARTA,SANTANDER,CHARTA
68176,CHIMA,SANTANDER,CHIMA
68179,CHIPATÁ,SANTANDER,CHIPATA
68190,CIMITARRA,SANTANDER,CIMITARRA
68207,CONCEPCIÓN,SANTANDER,CONCEPCION
68209,CONFINES,SANTANDER,CONFINES
68211,CONTRATACIÓN,SANTANDER,CONTRATACION
68217,COROMORO,SANTANDER,COROMORO
68229,CURITÍ,SANTANDER,CURITI
68235,EL CARMEN DE CHUCURÍ,SANTANDER,EL CARMEN DE CHUCURI
68245,EL GUACAMAYO,SANTANDER,EL GUACAMAYO
68250,EL PEÑÓN,SANTANDER,EL PENON
68255,EL PLAYÓN,SANTANDER,EL PLAYON
68264,ENCINO,SANTANDER,ENCINO
68266,ENCISO,SANTANDER,ENCISO
68271,FLORIÁN,SANTANDER,FLORIAN
68276,FLORIDABLANCA,SANTANDER,FLORIDABLANCA
68296,GALÁN,SANTANDER,GALAN
68298,GÁMBITA,SANTANDER,GAMBITA
68307,GIRÓN,SANTANDER,GIRON
68318,GUACA,SANTANDER,GUACA
68320,GUADALUPE,SANTANDER,GUADALUPE
68322,GUAPOTÁ,SANTANDER,GUAPOTA
68324,GUAVATÁ,SANTANDER,GUAVATA
68327,GÜEPSA,SANTANDER,GUEPSA
68344,HATO,SANTANDER,HATO
68368,JESÚS MARÍA,SANTANDER,JESUS MARIA
68370,JORDÁN,SANTANDER,JORDAN
68377,LA BELLEZA,SANTANDER,LA BELLEZA
68385,LANDÁZURI,SANTANDER,LANDAZURI
68397,LA PAZ,SANTANDER,LA PAZ
68406,LEBRIJA,SANTANDER,LEBRIJA
68418,LOS SANTOS,SANTANDER,LOS SANTOS
68425,MACARAVITA,SANTANDER,MACARAVITA
68432,MÁLAGA,SANTANDER,MALAGA
68444,MATANZA,SANTANDER,MATANZA
68464,MOGOTES,SANTANDER,MOGOTES
68468,MOLAGAVITA,SANTANDER,MOLAGAVITA
68498,OCAMONTE,SANTANDER,OCAMONTE
68500,OIBA,SANTANDER,OIBA
68502,ONZAGA,SANTANDER,ONZAGA
68522,PALMAR,SANTANDER,PALMAR
68524,PALMAS DEL SOCORRO,SANTANDER,PALMAS DEL SOCORRO
68533,PÁRAMO,SANTANDER,PARAMO
68547,PIEDECUESTA,SANTANDER,PIEDECUESTA
68549,PINCHOTE,SANTANDER,PINCHOTE
68572,PUENTE NACIONAL,SANTANDER,PUENTE NACIONAL
68573,PUERTO PARRA,SANTANDER,PUERTO PARRA
68575,PUERTO WILCHES,SANTANDER,PUERTO WILCHES
68615,RIONEGRO,SANTANDER,RIONEGRO
68655,SABANA DE TORRES,SANTANDER,SABANA DE TORRES
68669,SAN ANDRÉS,SANTANDER,SAN ANDRES
68673,SAN BENITO,SANTANDER,SAN BENITO
68679,SAN GIL,SANTANDER,SAN GIL
68682,SAN JOAQUÍN,SANTANDER,SAN JOAQUIN
68684,SAN JOSÉ DE MIRANDA,SANTANDER,SAN JOSE DE MIRANDA
68686,SAN MIGUEL,SANTANDER,SAN MIGUEL
68689,SAN VICENTE DE CHUCURÍ,SANTANDER,SAN VICENTE DE CHUCURI
68705,SANTA BÁRBARA,SANTANDER,SANTA BARBARA
68720,SANTA HELENA DEL OPÓN,SANTANDER,SANTA HELENA DEL OPON
68745,SIMACOTA,SANTANDER,SIMACOTA
68755,SOCORRO,SANTANDER,SOCORRO
68770,SUAITA,SANTANDER,SUAITA
68773,SUCRE,SANTANDER,SUCRE
68780,SURATÁ,SANTANDER,SURATA
68820,TONA,SANTANDER,TONA
68855,VALLE DE SAN JOSÉ,SANTANDER,VALLE DE SAN JOSE
68861,VÉLEZ,SANTANDER,VELEZ
68867,VETAS,SANTANDER,VETAS
68872,VILLANUEVA,SANTANDER,VILLANUEVA
68895,ZAPATOCA,SANTANDER,ZAPATOCA
70001,SINCELEJO,SUCRE,SINCELEJO
70110,BUENAVISTA,SUCRE,BUENAVISTA
70124,CAIMITO,SUCRE,CAIMITO
70204,COLOSÓ,SUCRE,COLOSO
70215,COROZAL,SUCRE,COROZAL
70221,COVEÑAS,SUCRE,COVENAS
70230,CHALÁN,SUCRE,CHALAN
70233,EL ROBLE,SUCRE,EL ROBLE
70235,GALERAS,SUCRE,GALERAS
70265,GUARANDA,SUCRE,GUARANDA
70400,LA UNIÓN,SUCRE,LA UNION
70418,LOS PALMITOS,SUCRE,LOS PALMITOS
70429,MAJAGUAL,SUCRE,MAJAGUAL
70473,MORROA,SUCRE,MORROA
70508,OVEJAS,SUCRE,OVEJAS
70523,PALMITO,SUCRE,PALMITO
70670,SAMPUÉS,SUCRE,SAMPUES
70678,SAN BENITO ABAD,SUCRE,SAN BENITO ABAD
70702,SAN JUAN DE BETULIA,SUCRE,SAN JUAN DE BETULIA
70708,SAN MARCOS,SUCRE,SAN MARCOS
70713,SAN ONOFRE,SUCRE,SAN ONOFRE
70717,SAN PEDRO,SUCRE,SAN PEDRO
70742,SAN LUIS DE SINCÉ,SUCRE,SAN LUIS DE SINCE
70771,SUCRE,SUCRE,SUCRE
70820,SANTIAGO DE TOLÚ,SUCRE,SANTIAGO DE TOLU
70823,SAN JOSÉ DE TOLUVIEJO,SUCRE,SAN JOSE DE TOLUVIEJO
73001,IBAGUÉ,TOLIMA,IBAGUE
73024,ALPUJARRA,TOLIMA,ALPUJARRA
73026,ALVARADO,TOLIMA,ALVARADO
73030,AMBALEMA,TOLIMA,AMBALEMA
73043,ANZOÁTEGUI,TOLIMA,ANZOATEGUI
73055,ARMERO,TOLIMA,ARMERO
73067,ATACO,TOLIMA,ATACO
73124,CAJAMARCA,TOLIMA,CAJAMARCA
73148,CARMEN DE APICALÁ,TOLIMA,CARMEN DE APICALA
73152,CASABIANCA,TOLIMA,CASABIANCA
73168,CHAPARRAL,TOLIMA,CHAPARRAL
73200,COELLO,TOLIMA,COELLO
73217,COYAIMA,TOLIMA,COYAIMA
73226,CUNDAY,TOLIMA,CUNDAY
73236,DOLORES,TOLIMA,DOLORES
73268,ESPINAL,TOLIMA,ESPINAL
73270,FALAN,TOLIMA,FALAN
73275,FLANDES,TOLIMA,FLANDES
73283,FRESNO,TOLIMA,FRESNO
73319,GUAMO,TOLIMA,GUAMO
73347,HERVEO,TOLIMA,HERVEO
73349,HONDA,TOLIMA,HONDA
73352,ICONONZO,TOLIMA,ICONONZO
73408,LÉRIDA,TOLIMA,LERIDA
73411,LÍBANO,TOLIMA,LIBANO
73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,SAN SEBASTIAN DE MARIQUITA
73449,MELGAR,TOLIMA,MELGAR
73461,MURILLO,TOLIMA,MURILLO
73483,NATAGAIMA,TOLIMA,NATAGAIMA
